,F,N,Plate-IFU,g,i,r,u,z
1851,0.0,0.0,b'7979-6101',418.651,1516.12,995.455,120.79,2046.98
1852,1.81062,2.56594,b'7979-6102',338.981,1239.43,789.349,64.2625,1693.97
1853,1.45404,3.0099,b'7979-6103',136.165,381.759,264.314,28.3287,367.809
1854,0.968628,3.2351,b'7979-6104',485.104,1572.69,1055.05,105.98,1987.46
1855,5.75564,7.79956,b'7979-9101',232.097,798.82,529.323,53.5101,1020.14
1856,0.628248,3.46785,b'7979-9102',214.224,778.123,494.145,51.905,1034.57
1857,0.125964,1.39776,b'7980-12701',204.987,629.371,435.331,43.2337,779.499
1858,2.80759,3.81313,b'7980-12702',71.7551,177.383,128.688,35.2787,236.16
1859,0.0346178,0.766853,b'7980-12703',101.281,289.601,207.759,21.5344,302.557
1860,0.0,0.0,b'7980-12704',336.139,1024.42,705.513,76.8266,1439.06
1861,0.0,3.19029,b'7980-12705',348.891,1086.62,743.171,78.0277,1420.29
1862,0.715671,3.87231,b'7980-1901',480.867,1538.73,1036.05,94.336,2050.1
1863,2.15307,6.00727,b'7980-1902',544.405,1683.57,1136.4,131.446,2202.56
1864,1.37788,6.02381,b'7980-3701',545.51,1737.67,1222.1,116.346,2270.18
1865,-7.99282e-05,3.01955,b'7980-3702',370.542,1079.53,746.153,81.7042,1293.28
1866,0.299603,0.874472,b'7980-3703',77.6608,217.856,156.806,37.7364,236.445
1867,0.588387,4.91526,b'7980-3704',558.425,1758.95,1188.82,121.494,2336.42
1868,0.0,0.0,b'7980-6101',255.075,817.927,549.123,56.3611,1055.01
1869,1.38446,2.27036,b'7980-6102',462.646,1603.92,1051.1,104.512,2295.4
1870,0.460656,1.8581,b'7980-6103',420.489,1323.03,904.053,94.4706,1793.05
1871,0.278568,2.07631,b'7980-6104',258.476,810.186,541.393,56.052,1053.76
1872,1.03286,4.79091,b'7980-9101',491.487,1535.94,1045.64,92.3018,1960.22
1873,-0.00315653,1.11978,b'7980-9102',113.227,348.632,240.169,40.0529,422.148
1874,24.483,36.9228,b'7990-12701',486.22,1018.33,827.581,214.871,1563.76
1875,3.44538,10.4819,b'7990-12702',500.222,1750.33,1140.63,133.863,2412.71
1876,28.853,49.8657,b'7990-12703',473.877,1040.71,813.03,181.012,1273.05
1877,32.6084,55.6556,b'7990-12704',908.566,2514.03,1766.79,249.78,3072.91
1878,1.51735,14.4337,b'7990-12705',902.212,2641.04,1782.58,225.303,3486.69
1879,-7.7006e-06,8.15941,b'7990-1901',1106.56,3805.98,2533.21,188.435,5032.5
1880,7.78963,20.5827,b'7990-1902',689.546,2120.91,1437.37,162.034,2819.49
1881,4.22529,9.1082,b'7990-3701',520.111,1589.94,1084.41,130.774,2047.94
1882,2.05528,2.22383,b'7990-3702',83.1974,315.075,196.992,23.1292,430.449
1883,248.266,317.276,b'7990-3703',1124.98,1657.51,1422.26,569.446,1814.99
1884,5.58965,10.2008,b'7990-3704',323.207,933.98,643.079,91.5944,1114.06
1885,3.32049,8.73489,b'7990-6101',164.368,445.968,324.496,39.187,546.733
1886,1.49875,2.10927,b'7990-6102',74.6171,216.663,134.698,22.1563,246.571
1887,25.5142,35.2034,b'7990-6103',494.497,1364.44,934.462,135.273,1649.78
1888,121.005,140.109,b'7990-6104',826.399,1566.84,1248.57,462.213,1834.84
1889,5.19991,9.06902,b'7990-9101',284.164,845.475,566.715,98.2237,1050.12
1890,1.50427,6.25262,b'7990-9102',444.77,1298.71,900.622,99.9028,1602.3
1891,131.728,186.695,b'7991-12701',1169.38,2669.08,1830.06,473.884,3046.61
1892,9.4119,1.22159,b'7991-12702',2074.16,7075.25,4435.29,418.653,8447.07
1893,12.2251,18.7171,b'7991-12703',964.668,3328.18,2095.54,248.194,4134.18
1894,45.2347,67.1535,b'7991-12704',421.779,815.436,769.309,151.813,838.437
1895,6.58693,16.1249,b'7991-12705',183.271,626.129,404.52,49.5263,831.619
1896,61.6076,110.247,b'7991-1901',293.64,599.359,430.17,149.678,663.597
1897,1.90644,6.05639,b'7991-1902',481.061,1403.15,985.35,106.239,1828.13
1898,-0.797145,1.5906,b'7991-3701',212.872,789.5,512.785,39.4551,1076.77
1899,2.7724,7.04237,b'7991-3702',386.647,1236.83,819.896,86.3079,1575.6
1900,0.454428,4.54059,b'7991-3703',171.726,440.978,323.91,43.0801,538.842
1901,2.74776,2.52189,b'7991-3704',565.912,2028.12,1298.55,103.086,2827.29
1902,0.0219543,3.06121,b'7991-6101',711.763,2114.18,1468.72,159.648,2822.21
1903,-0.784361,0.811189,b'7991-6102',163.261,473.112,334.198,34.9236,579.348
1904,4.59035,11.9943,b'7991-6103',168.097,400.884,291.03,53.383,501.282
1905,2.89316,6.82069,b'7991-6104',510.644,1669.32,1126.45,108.194,2205.52
1906,12.1508,25.9531,b'7991-9101',308.347,785.764,582.262,93.7572,947.784
1907,-1.69758,0.496719,b'7991-9102',128.46,478.053,288.858,23.6818,600.53
1908,6.26036,5.51988,b'7992-12701',708.992,2145.78,1364.88,257.422,2415.09
1909,1.57793,1.75766,b'7992-12702',270.749,882.046,570.449,59.3503,1053.81
1910,0.0,0.0,b'7992-12703',385.398,679.45,523.5,175.091,865.335
1911,2.38286,6.50106,b'7992-12704',384.222,1468.77,925.552,106.143,1821.7
1912,2.3417,2.10425,b'7992-12705',183.276,648.636,428.202,38.1387,925.929
1913,18.9931,29.5896,b'7992-1901',272.605,565.651,440.287,89.2788,693.584
1914,91.2261,131.632,b'7992-1902',1315.06,2948.52,2187.95,450.438,3450.54
1915,0.359504,1.66851,b'7992-3701',142.438,445.308,300.74,19.0246,580.065
1916,0.0,0.0,b'7992-3702',416.721,759.208,576.853,153.998,939.303
1917,2.63877,2.5927,b'7992-3703',185.624,634.313,425.946,41.2192,842.023
1918,1.47295,7.6355,b'7992-3704',109.144,269.184,226.944,35.4132,315.65
1919,13.8403,14.591,b'7992-6101',232.07,752.084,474.136,67.8069,840.227
1920,235.319,306.93,b'7992-6102',1157.45,1689.86,1468.52,530.588,1878.22
1921,4.2464,7.83766,b'7992-6103',243.45,772.423,499.806,57.0744,1067.97
1922,0.0,0.0,b'7992-6104',682.483,1804.57,1255.45,201.994,2134.86
1923,28.2374,52.3179,b'7992-9101',317.296,728.434,501.488,131.049,259.622
1924,7.38702,12.3018,b'7992-9102',167.986,558.061,363.963,46.9741,682.193
1925,31.4853,47.3501,b'7993-12701',1298.52,5211.42,2687.7,505.177,5260.38
1926,11.9553,18.6388,b'7993-12702',670.832,2356.77,1501.89,169.708,2995.14
1927,0.0288605,-0.0210537,b'7993-12703',519.403,2070.65,1278.01,121.26,2605.53
1928,0.259766,2.30799,b'7993-12704',1001.97,3433.31,2117.08,280.03,4480.93
1929,0.215393,7.37683,b'7993-12705',188.418,723.896,376.917,35.5568,68.7823
1930,0.232932,2.22502,b'7993-1901',333.608,1099.82,739.181,66.2162,1479.26
1931,44.2105,86.1386,b'7993-1902',976.006,2426.61,1731.48,309.777,3051.14
1932,4.02611,6.87216,b'7993-3701',207.954,745.625,466.784,56.9632,945.631
1933,0.2706,0.57114,b'7993-3702',151.181,541.715,356.473,25.6575,766.06
1934,16.817,20.4157,b'7993-3703',158.605,282.851,221.211,71.0329,366.197
1935,26.9419,43.4296,b'7993-3704',571.723,1454.19,1062.32,188.049,1862.19
1936,0.308799,2.01298,b'7993-6101',69.6959,237.621,127.938,17.9029,170.398
1937,0.241743,2.36501,b'7993-6102',447.638,1670.81,1043.25,100.279,2128.39
1938,14.9225,21.5712,b'7993-6103',477.359,1426.36,953.802,112.103,1752.48
1939,7.78128,10.9024,b'7993-6104',221.429,714.591,442.233,59.7453,943.954
1940,3.50843,6.88155,b'7993-9101',241.274,757.853,490.18,68.2941,1022.83
1941,1.29245,1.91777,b'7993-9102',436.13,1581.98,1022.19,137.172,1878.77
1942,0.0,0.0,b'8077-12701',210.2,361.339,268.601,97.9799,404.175
1943,8.13091,14.5973,b'8077-12702',279.765,826.469,557.539,75.0376,1073.8
1944,3.16244,5.85935,b'8077-12703',247.368,913.099,559.854,54.9933,1111.3
1945,49.2709,72.6791,b'8077-12704',758.319,1665.29,1227.65,291.535,1926.09
1946,24.0111,41.971,b'8077-12705',721.882,2192.95,1445.55,262.612,2871.45
1947,-1.87545e-05,1.58938,b'8077-1901',172.513,476.083,335.351,41.0417,591.182
1948,0.330714,0.78461,b'8077-1902',159.884,520.351,352.035,29.1892,705.372
1949,1.41231,6.23719,b'8077-3701',598.537,1900.56,1285.05,120.392,2445.47
1950,9.08767,17.2203,b'8077-3702',435.447,1218.29,847.178,137.476,1494.45
1951,0.557172,1.06616,b'8077-3703',172.702,543.397,376.041,50.0203,724.656
1952,12.5114,25.1217,b'8077-3704',596.916,1676.53,1190.8,154.634,2099.46
1953,4.60406,14.2833,b'8077-6101',1297.32,3806.0,2618.97,298.948,4912.24
1954,8.59964,18.3163,b'8077-6102',306.963,952.777,599.178,111.61,1069.18
1955,0.0,0.0,b'8077-6103',264.752,654.419,472.674,89.2085,818.506
1956,70.2552,106.526,b'8077-6104',712.593,1510.61,1096.66,257.862,1713.84
1957,5.91147,9.97562,b'8077-9101',185.989,542.548,365.904,49.9814,684.611
1958,15.2724,22.6958,b'8077-9102',249.654,654.582,393.041,82.2579,581.586
1959,109.421,169.906,b'8078-12701',2817.07,7638.92,5257.14,782.009,9960.08
1960,0.0,0.0,b'8078-12702',126.978,305.081,197.21,68.6644,279.808
1961,97.6451,135.6,b'8078-12703',1589.01,4029.33,2867.02,503.979,5054.53
1962,13.0571,18.6914,b'8078-12704',201.613,534.971,327.297,79.6841,576.845
1963,28.1152,40.9414,b'8078-12705',386.743,767.928,582.829,199.289,654.248
1964,-0.000747311,4.50576,b'8078-1901',504.246,1421.57,1010.86,113.773,1837.48
1965,2.00064,4.9612,b'8078-1902',465.601,1486.51,1013.63,92.8123,1975.05
1966,18.504,26.6359,b'8078-3701',260.535,558.943,420.138,92.023,634.877
1967,3.85386,6.32352,b'8078-3702',115.527,282.792,206.975,39.7025,325.7
1968,36.2092,49.0935,b'8078-3703',297.807,656.754,445.491,132.082,617.167
1969,31.9667,42.2434,b'8078-3704',302.331,571.449,453.653,108.603,634.095
1970,0.130746,0.00555893,b'8078-6101',110.18,546.16,305.028,26.0989,682.29
1971,0.00182115,4.15934,b'8078-6102',766.898,2432.88,1630.13,194.176,3076.19
1972,69.8989,112.256,b'8078-6103',1464.3,3548.13,2600.22,437.713,4207.65
1973,46.1496,67.8764,b'8078-6104',252.738,513.127,381.452,125.075,596.836
1974,63.4549,87.3262,b'8078-9101',539.02,1013.23,803.58,233.922,1152.84
1975,16.484,31.9907,b'8078-9102',808.314,2416.34,1626.09,223.711,3163.96
1976,13.1949,22.5313,b'8079-12701',409.565,1221.68,802.883,137.846,1692.09
1977,28.0071,53.791,b'8079-12702',877.593,2257.16,1601.59,260.314,2895.54
1978,12.7258,17.8313,b'8079-12703',220.751,544.844,375.255,74.5636,713.659
1979,68.6204,103.153,b'8079-12704',1403.87,3513.15,2524.28,431.084,4562.58
1980,5.7574,13.8272,b'8079-12705',297.847,901.117,583.31,85.2128,1163.79
1981,1.91041,3.64496,b'8079-1901',92.185,272.119,176.028,31.2433,284.312
1982,14.3445,25.9207,b'8079-1902',256.461,506.206,400.282,92.9255,592.728
1983,0.221175,1.59566,b'8079-3701',172.986,523.382,366.133,36.0551,671.077
1984,0.878815,2.25328,b'8079-3702',102.537,319.648,211.825,26.4928,418.152
1985,0.817439,4.03636,b'8079-3703',681.051,2346.68,1482.2,136.939,2775.41
1986,-1.18166e-05,5.23662,b'8079-3704',543.228,1734.05,1128.98,124.047,2090.77
1987,0.559201,2.23833,b'8079-6101',115.825,338.946,197.513,24.035,347.502
1988,0.816476,2.9578,b'8079-6102',344.878,1053.77,712.779,78.0342,1318.3
1989,2.07966,3.10526,b'8079-6103',100.514,336.009,205.932,27.1066,385.458
1990,0.816921,0.273425,b'8079-6104',115.201,512.038,301.571,15.7402,675.735
1991,1.91657e-06,29.0793,b'8079-9101',1204.91,3571.58,2440.42,181.517,4142.2
1992,1.006,2.69504,b'8079-9102',120.443,374.355,254.378,32.1793,466.047
1993,65.8285,94.3199,b'8080-12701',679.971,1443.94,1044.28,293.788,1718.69
1994,0.0,0.0,b'8080-12702',886.67,2700.81,1931.89,245.153,3807.81
1995,262.314,392.656,b'8080-12703',3230.1,7486.79,5528.45,1111.58,9239.17
1996,64.0523,86.5133,b'8080-12704',468.981,799.371,658.841,200.98,1065.77
1997,58.517,78.2053,b'8080-12705',632.457,1530.85,1020.18,274.356,1397.08
1998,0.231803,0.485819,b'8080-1901',83.1775,270.314,180.706,16.0976,350.003
1999,26.1137,32.9005,b'8080-1902',161.262,252.4,207.23,64.9793,162.646
2000,5.02593,7.36205,b'8080-3701',80.0625,171.878,129.538,27.4547,225.24
2001,1.33259,8.93139,b'8080-3702',539.325,1463.71,1041.81,136.432,1819.37
2002,41.2066,66.0686,b'8080-3703',466.821,823.085,662.008,186.661,957.032
2003,2.5744,8.70867,b'8080-3704',530.242,1507.35,1027.52,120.919,1801.94
2004,43.1621,64.0131,b'8080-6101',458.006,918.581,698.787,184.119,1154.96
2005,0.000658504,11.2391,b'8080-6102',1282.1,4536.9,2932.31,262.626,5860.13
2006,7.26513,14.2798,b'8080-6103',245.258,767.22,500.313,72.0729,973.421
2007,37.783,56.7777,b'8080-6104',804.466,2401.13,1569.13,230.798,2909.84
2008,21.0467,30.924,b'8080-9101',221.619,467.298,327.194,86.4267,540.642
2009,3.14638,5.38408,b'8080-9102',195.284,680.63,445.201,34.0314,940.018
2010,1.19062,2.58589,b'8081-12701',1234.1,2170.09,1857.28,312.283,1816.92
2011,11.1171,13.7659,b'8081-12702',76.4799,170.565,128.664,39.6488,170.131
2012,0.00374667,6.11364,b'8081-12703',376.464,1345.71,849.932,82.6258,1661.49
2013,16.4817,24.7424,b'8081-12704',260.145,493.566,414.237,99.9119,631.729
2014,39.3248,47.4435,b'8081-12705',429.587,817.498,571.997,197.115,590.681
2015,7.84271,13.5611,b'8081-1901',222.889,556.817,405.689,65.4962,707.281
2016,7.70614,10.9102,b'8081-1902',94.1036,211.765,157.128,32.1085,243.101
2017,0.900373,1.47617,b'8081-3701',258.576,1133.53,658.624,59.2255,1355.23
2018,2.31197,5.28756,b'8081-3702',115.88,283.052,196.945,37.2379,323.753
2019,16.7712,24.3507,b'8081-3703',260.945,601.45,448.738,84.176,735.761
2020,39.8452,60.9293,b'8081-3704',358.449,662.42,495.4,151.423,738.576
2021,12.8053,19.2615,b'8081-6101',175.674,381.198,276.406,61.5271,461.476
2022,3.82303,7.16864,b'8081-6102',553.857,1882.83,1208.67,116.124,2500.01
2023,16.8722,22.2471,b'8081-6103',163.29,335.118,246.718,58.4635,366.367
2024,0.0,0.0,b'8081-6104',569.454,2146.2,1341.91,95.6498,0.0
2025,12.954,22.2181,b'8081-9101',607.624,1914.58,1232.58,167.734,2469.64
2026,22.2754,12.8493,b'8081-9102',475.475,1506.12,950.154,158.053,2085.42
2027,71.8755,93.8957,b'8082-12701',912.418,2179.56,1553.88,305.649,2759.06
2028,55.3655,86.8951,b'8082-12702',2535.65,8182.69,5443.17,637.364,10962.5
2029,9.97152,20.0119,b'8082-12703',597.534,2092.12,1236.53,153.59,2672.75
2030,0.0,0.0,b'8082-12704',140.156,528.236,357.148,41.2317,654.911
2031,2.11805,8.13183,b'8082-12705',901.598,3146.39,2037.55,159.731,4084.62
2032,0.870459,3.43265,b'8082-1901',226.482,669.975,467.968,52.7841,895.829
2033,1.20793,6.04193,b'8082-1902',488.608,1310.66,941.605,111.562,1669.16
2034,4.87619,8.03229,b'8082-3701',109.323,242.635,188.669,35.2151,287.633
2035,7.61785,12.2722,b'8082-3702',100.702,230.603,161.765,46.0834,326.641
2036,0.0,3.53173,b'8082-3703',374.241,1060.1,745.375,82.3537,1360.59
2037,0.879628,7.15896,b'8082-3704',422.685,1066.59,775.058,106.346,1292.6
2038,1.06105,3.25067,b'8082-6101',118.261,279.785,196.528,39.3803,228.094
2039,6.48189,35.3692,b'8082-6102',1670.18,5539.31,3605.4,362.942,7195.97
2040,53.8608,75.0309,b'8082-6103',563.8,1176.19,901.688,233.61,1414.39
2041,0.882319,2.87928,b'8082-6104',522.411,1912.67,1245.79,152.377,2605.62
2042,10.9105,13.6825,b'8082-9101',172.472,470.645,297.408,72.1758,416.407
2043,16.9997,33.3667,b'8082-9102',604.706,1701.7,1149.38,169.545,2300.29
2044,1.71583,2.79609,b'8083-12701',68.6843,272.999,142.958,23.6409,240.659
2045,1.11754,9.96265,b'8083-12702',271.658,703.161,385.211,1321.62,10052.4
2046,36.7416,77.5515,b'8083-12703',808.457,1968.11,1398.63,276.572,2334.72
2047,120.32,169.222,b'8083-12704',1689.01,4154.11,2901.62,714.042,5426.07
2048,215.201,301.897,b'8083-12705',1847.28,3516.57,2683.29,747.762,4196.66
2049,0.147378,0.36986,b'8083-1901',59.2006,176.262,124.003,11.5616,234.983
2050,-0.00309687,1.37165,b'8083-1902',422.056,1499.96,987.643,79.0567,2059.68
2051,0.106697,0.539743,b'8083-3701',59.105,182.628,124.789,15.3945,223.722
2052,5.38491,9.09356,b'8083-3702',142.797,395.954,275.911,45.487,499.499
2053,5.76076,7.79194,b'8083-3703',111.078,276.712,196.432,29.8954,334.69
2054,0.0,0.0,b'8083-3704',67.8707,247.214,153.699,16.3814,314.083
2055,7.06745,9.51536,b'8083-6101',435.318,1490.65,910.095,131.607,1872.51
2056,8.50811,11.6373,b'8083-6102',709.1,2523.44,1645.44,165.752,3353.91
2057,-0.000455872,1.31998,b'8083-6103',374.408,1334.28,851.185,80.8441,1802.38
2058,0.133537,0.488579,b'8083-6104',50.118,164.745,111.27,11.1899,210.05
2059,38.1481,63.8071,b'8083-9101',1113.39,3224.63,2201.5,280.431,3947.49
2060,22.5957,27.692,b'8084-12701',159.594,411.723,238.233,74.4469,228.53
2061,64.4879,83.5443,b'8084-12702',1358.1,0.0,2620.11,395.755,4205.57
2062,28.275,44.7077,b'8084-12703',748.946,2113.51,1512.97,243.82,2561.7
2063,4.65515,7.3709,b'8084-12704',88.3941,285.246,191.236,34.2256,423.722
2064,18.788,28.6034,b'8084-12705',588.603,1797.41,1166.39,157.214,2367.9
2065,-0.107568,0.275247,b'8084-1901',52.752,168.638,114.746,11.7305,216.942
2066,0.0,1.5547,b'8084-1902',139.339,441.151,290.556,35.8746,531.548
2067,16.4626,22.1652,b'8084-3701',251.086,582.461,431.992,82.2829,718.19
2068,7.10671,11.8133,b'8084-3702',283.847,901.613,607.627,93.2742,1245.59
2069,0.939075,2.36937,b'8084-3703',451.261,1577.35,1024.14,98.5944,2074.46
2070,0.0,0.0,b'8084-3704',86.0221,199.207,138.651,54.335,213.108
2071,11.8217,20.9201,b'8084-6101',486.507,1420.42,964.66,130.092,1743.5
2072,18.1955,22.5824,b'8084-6102',142.849,312.503,203.433,53.4257,286.683
2073,1.04152,3.55374,b'8084-6103',275.767,937.92,596.968,62.5568,1248.99
2074,1.07363,0.757378,b'8084-6104',133.58,534.715,338.268,25.8479,740.314
2075,2.48225,5.32052,b'8084-9101',158.092,400.69,288.151,66.0359,531.304
2076,17.7976,26.8404,b'8084-9102',336.885,815.868,584.005,103.125,956.189
2077,0.0,0.0,b'8085-12701',729.314,1287.24,1035.96,308.166,1507.33
2078,36.9796,44.2165,b'8085-12702',275.455,731.499,414.698,223.445,972.686
2079,0.933805,4.28667,b'8085-12703',738.522,2598.79,1622.35,189.611,3445.18
2080,16.1575,25.2388,b'8085-12704',523.026,1579.82,1043.49,137.786,2110.9
2081,8.95446,11.5978,b'8085-12705',119.685,259.626,173.909,78.4784,380.052
2082,0.0,0.0,b'8085-1901',63.2567,206.059,135.74,14.4918,282.621
2083,0.392645,1.8743,b'8085-1902',395.907,1544.71,971.817,100.758,2156.43
2084,2.71711,4.45329,b'8085-3701',94.2053,259.986,182.468,28.6989,328.141
2085,-0.476598,0.466394,b'8085-3702',256.088,1038.85,649.39,40.7866,1485.6
2086,0.174899,0.403283,b'8085-3703',58.1715,195.343,127.504,17.1457,261.703
2087,15.5927,32.3134,b'8085-3704',573.22,1733.98,1157.26,164.147,2272.67
2088,0.000152123,3.04488,b'8085-6101',615.573,2373.04,1471.06,119.92,3350.47
2089,0.319673,0.267032,b'8085-6102',85.4621,290.91,188.177,24.9588,330.88
2090,0.0,0.0,b'8085-6103',718.902,2705.74,1656.73,153.44,3401.87
2091,11.9894,20.4338,b'8085-6104',399.349,1015.71,717.01,118.364,1319.97
2092,1.30375,3.67045,b'8085-9101',863.63,3346.5,2106.3,172.198,4392.5
2093,3.38205,3.67285,b'8085-9102',179.285,630.657,402.349,42.5013,860.34
2094,2.41875,3.91845,b'8086-12701',97.669,276.667,171.214,28.7021,371.333
2095,21.7933,37.3047,b'8086-12702',449.904,1029.82,717.661,160.872,1060.84
2096,1.04391,2.37813,b'8086-12703',62.9899,192.624,126.123,25.085,310.462
2097,4.33642,7.22346,b'8086-12704',156.437,561.023,350.193,58.9567,724.413
2098,0.117415,0.252971,b'8086-12705',111.695,451.934,117.19,16.797,642.828
2099,1.00421,2.90231,b'8086-1901',462.532,1945.74,1161.68,71.6985,2690.91
2100,7.36761,10.6589,b'8086-1902',151.083,360.901,266.768,53.4294,436.521
2101,-0.0361368,0.539671,b'8086-3701',102.586,431.81,261.25,16.6833,600.927
2102,19.7692,28.0414,b'8086-3702',353.784,903.369,626.026,122.789,1143.85
2103,1.65143,2.74138,b'8086-3703',90.549,282.011,183.862,28.371,483.553
2104,0.590852,1.23542,b'8086-3704',61.3736,218.565,136.57,15.1639,298.747
2105,1.72535,1.86402,b'8086-6101',120.878,509.616,302.062,44.1428,879.739
2106,3.11008,2.66564,b'8086-6102',49.8945,221.505,104.625,29.1007,182.771
2107,0.94856,0.673867,b'8086-6103',44.1636,174.46,112.951,11.4284,231.163
2108,2.28489,4.08539,b'8086-6104',69.0388,181.018,122.508,22.2123,216.223
2109,7.57403,13.2223,b'8086-9101',502.431,1836.87,1136.51,123.593,2361.06
2110,11.5963,15.37,b'8086-9102',392.829,1342.1,855.688,120.258,1774.57
2111,4.31438,38.3301,b'8097-12701',217.223,850.296,510.144,81.7545,600.39
2112,-2.7737,1.62039,b'8097-12702',408.972,1909.45,925.426,99.2618,1725.13
2113,0.913159,2.63829,b'8097-12703',226.592,803.545,525.647,47.1896,1087.93
2114,13.3217,21.019,b'8097-12704',202.71,424.464,320.672,73.2255,478.371
2115,-0.176273,0.16502,b'8097-12705',69.9047,203.784,136.707,32.6201,87.2718
2116,6.18655,9.22192,b'8097-1901',155.42,419.864,300.552,38.7925,529.698
2117,0.240035,1.29417,b'8097-1902',123.826,376.724,254.692,32.8111,461.278
2118,0.365343,3.09153,b'8097-3701',315.707,983.714,665.02,76.9535,1159.47
2119,0.0,1.51192,b'8097-3702',181.997,520.527,365.542,39.6234,655.45
2120,14.2419,20.5616,b'8097-3703',155.599,300.25,241.947,54.2242,339.655
2121,2.08674,3.56066,b'8097-3704',95.8806,280.327,193.74,25.8599,366.415
2122,1.70508,6.57877,b'8097-6101',1272.31,4908.56,3101.7,220.625,6769.71
2123,6.17432,7.92281,b'8097-6102',78.8583,192.668,128.603,29.3924,176.925
2124,1.10194,4.48572,b'8097-6103',220.308,1062.54,599.707,189.518,1373.25
2125,0.543901,1.10931,b'8097-6104',217.096,797.583,513.645,53.7976,1051.13
2126,0.624906,1.73525,b'8097-9101',273.929,928.956,615.844,75.5103,1238.0
2127,2.27281,3.44502,b'8097-9102',212.811,747.437,490.184,46.8373,957.076
2128,71.2086,87.9693,b'8131-12701',703.114,1239.59,1011.03,290.757,1294.15
2129,2.27778,7.43336,b'8131-12702',535.609,1871.31,1235.63,167.636,2408.72
2130,9.51342,13.5982,b'8131-12703',154.397,415.156,273.823,41.2474,387.315
2131,10.4075,0.00701084,b'8131-12704',483.445,-0.191556,925.198,396.577,7998.13
2132,2.08985,-2.71338,b'8131-12705',111.544,525.893,314.582,34.8549,675.205
2133,0.000218135,0.343624,b'8131-1901',551.26,1828.65,1176.66,121.702,2319.03
