,F,N,Plate-IFU,g,i,r,u,z
7137,0.0,0.0,b'9504-6102',161.682,318.339,251.714,66.4204,454.129
7138,66.3213,97.7519,b'9504-6103',750.974,1694.31,1193.71,259.741,2066.52
7139,0.0,0.0,b'9504-6104',184.292,353.452,286.232,72.058,439.504
7140,7.40232,8.84153,b'9504-9101',150.6,394.717,275.891,46.3691,459.237
7141,0.0,0.0,b'9504-9102',174.357,536.434,341.309,71.4975,670.688
7142,18.6689,32.1108,b'9505-12701',886.809,2710.92,1788.94,246.193,3477.45
7143,9.95296,11.9124,b'9505-12702',217.092,529.104,358.768,66.8196,553.488
7144,0.0,0.0,b'9505-12703',141.886,504.729,299.667,39.9121,633.979
7145,47.1448,71.7402,b'9505-12704',532.865,1104.96,830.804,220.115,1287.73
7146,17.9727,23.2231,b'9505-12705',208.366,490.595,343.069,71.55,564.966
7147,1.45503,4.49602,b'9505-1901',734.345,2393.58,1618.2,142.025,3182.42
7148,0.0524138,1.8515,b'9505-1902',166.435,433.13,317.572,41.4519,535.993
7149,0.487222,1.2854,b'9505-3701',114.621,328.326,219.426,29.0683,386.048
7150,56.7858,66.9276,b'9505-3702',298.525,464.546,399.724,133.702,494.744
7151,0.417992,1.03468,b'9505-3704',151.592,412.517,284.777,36.9571,572.78
7152,4.23618,9.54362,b'9505-6101',1066.07,3339.19,2236.13,258.407,4185.09
7153,6.06539,12.7354,b'9505-6102',294.465,757.974,545.443,77.3137,914.336
7154,0.110747,1.54334,b'9505-6103',192.452,691.808,458.811,57.2975,892.117
7155,30.3794,40.1368,b'9505-6104',300.46,647.351,477.991,119.651,770.2
7156,-0.0265663,0.56366,b'9505-9101',122.913,361.381,227.193,48.6621,480.934
7157,17.631,24.3668,b'9506-12701',268.502,772.151,458.447,270.551,995.303
7158,8.98824,14.563,b'9506-12702',305.832,822.732,605.299,111.555,1070.72
7159,23.1665,29.7243,b'9506-12703',146.142,321.666,228.632,67.4588,334.705
7160,24.0633,32.5081,b'9506-12704',246.657,518.177,383.105,122.864,507.669
7161,0.103177,3.32827,b'9506-12705',263.007,887.21,589.201,80.9612,1228.16
7162,46.3947,72.9077,b'9506-1901',568.239,1228.26,948.252,211.486,1489.64
7163,3.82693,3.61791,b'9506-1902',208.296,580.975,406.465,51.1756,712.392
7164,39.9369,81.8695,b'9506-3701',772.886,1767.43,1270.81,256.466,1994.19
7165,43.5555,60.5603,b'9506-3702',364.979,717.677,553.684,141.82,839.653
7166,10.414,14.1989,b'9506-3703',424.898,1178.77,823.773,106.123,1466.87
7167,4.46574,6.18964,b'9506-3704',369.99,1284.55,867.318,110.408,1726.08
7168,10.4925,9.15443,b'9506-6101',170.096,359.892,238.68,83.9451,0.604147
7169,56.5203,78.502,b'9506-6102',522.846,1047.82,818.857,198.576,1209.76
7170,0.660646,3.33928,b'9506-6103',254.043,1004.79,673.323,67.4478,1518.84
7171,0.481992,-0.00139436,b'9506-6104',255.691,693.936,490.203,79.2284,945.435
7172,39.7354,50.3672,b'9506-9101',419.647,1109.82,759.811,137.533,1297.01
7173,29.0584,46.817,b'9506-9102',434.367,1011.23,741.563,148.198,1290.68
7174,0.0,0.0,b'9507-12702',313.434,836.092,553.206,105.312,1246.76
7175,1.97,3.97557,b'9507-12703',148.254,638.319,363.975,51.6127,699.568
7176,14.8897,35.6481,b'9507-12705',814.68,2172.62,1522.23,229.368,2835.89
7177,0.494322,2.99939,b'9507-1901',398.882,1353.89,902.65,89.6155,1719.69
7178,0.34278,1.80341,b'9507-1902',190.846,637.68,432.706,36.3967,857.992
7179,1.93043,1.99482,b'9507-3701',217.382,818.685,526.77,41.7498,1049.58
7180,1.81929,2.81611,b'9507-3702',130.035,499.971,335.949,41.4875,694.583
7181,1.73808,4.78557,b'9507-3703',82.2619,222.114,153.163,31.6039,279.488
7182,18.0036,28.5694,b'9507-3704',214.986,435.01,322.623,81.9104,649.623
7183,0.0,0.0,b'9507-6101',253.507,896.194,583.273,52.336,1312.15
7184,18.5508,23.1946,b'9507-6102',171.001,314.519,251.588,63.0961,363.495
7185,1.22685,1.51405,b'9507-6103',224.238,800.862,524.898,51.1885,1019.91
7186,1.01762,4.10671,b'9507-9101',556.574,2018.43,1334.01,161.105,3205.6
7187,1.89814,5.11904,b'9507-9102',226.034,730.915,490.943,47.9242,901.506
7188,15.6314,21.5907,b'9508-12701',343.639,942.469,683.554,124.597,1081.39
7189,22.3362,42.3725,b'9508-12702',1163.29,3747.73,2464.34,309.254,5651.11
7190,0.0,0.0,b'9508-12703',671.984,2224.1,1506.38,196.139,3104.92
7191,0.0,0.0,b'9508-12704',306.944,846.237,589.628,140.773,1081.56
7192,12.1716,16.4957,b'9508-12705',647.774,1965.76,1332.58,178.754,2437.65
7193,69.6896,99.5388,b'9508-1901',471.2,858.547,686.312,200.397,1058.46
7194,5.12844,8.40252,b'9508-1902',134.442,345.204,249.415,39.4379,413.066
7195,17.3869,22.6223,b'9508-3701',159.503,296.723,244.954,64.1612,278.862
7196,-3.25878e-06,5.53442,b'9508-3702',478.201,1388.3,959.462,112.285,1744.75
7197,38.3954,71.898,b'9508-3703',508.6,986.29,770.141,201.666,1024.7
7198,14.9182,29.3013,b'9508-3704',902.062,2936.25,1888.34,218.126,3701.53
7199,0.0,0.0,b'9508-6101',309.234,727.934,506.672,122.51,880.734
7200,0.0,0.0,b'9508-6102',602.354,1839.51,1251.42,160.416,2371.47
7201,0.0,0.0,b'9508-6103',269.24,867.336,577.231,61.2224,1109.05
7202,0.0,0.0,b'9508-6104',294.354,882.828,581.627,90.8823,1142.29
7203,19.2187,31.4489,b'9508-9101',199.921,358.023,296.761,98.681,376.666
7204,1.50808,5.88409,b'9508-9102',383.034,1468.69,927.03,85.543,1847.26
7205,7.38179,13.3136,b'9509-12701',213.435,603.558,414.141,78.1449,692.095
7206,32.93,42.4894,b'9509-12702',244.919,423.109,308.256,136.693,429.129
7207,13.8011,31.69,b'9509-12703',1101.08,3662.19,2353.8,296.458,3981.71
7208,21.6424,27.7217,b'9509-12704',171.958,388.711,292.068,107.907,649.997
7209,0.000450632,2.55763,b'9509-12705',187.139,701.278,458.846,37.9347,974.349
7210,28.2899,49.9609,b'9509-1901',443.503,919.726,713.835,158.106,1143.42
7211,1.08035,1.77973,b'9509-1902',124.549,361.084,250.474,24.8596,452.576
7212,0.769386,4.0781,b'9509-3701',430.169,1316.41,903.46,96.7421,1728.04
7213,131.292,196.591,b'9509-3702',673.161,967.86,853.745,357.937,1042.71
7214,0.391197,1.32816,b'9509-3703',53.1203,193.375,123.512,21.0008,251.395
7215,1.6146,5.4319,b'9509-3704',763.973,2443.17,1661.29,159.778,3218.5
7216,2.35777,6.2012,b'9509-6101',114.515,245.748,188.905,33.5755,251.241
7217,0.0341684,7.39391,b'9509-6102',1018.48,3055.35,2104.54,210.419,4068.43
7218,56.3412,94.0224,b'9509-6103',729.308,1615.67,1174.81,256.503,1823.4
7219,76.417,115.025,b'9509-6104',782.702,1498.11,1187.08,297.298,1875.44
7220,4.02264,8.08393,b'9509-9101',193.38,680.307,446.518,59.359,847.328
7221,16.7597,23.3288,b'9509-9102',208.069,460.189,325.785,83.2503,468.482
7222,0.0,0.0,b'9510-12701',873.315,1806.97,1392.32,440.772,1938.79
7223,0.0,0.0,b'9510-12702',271.695,513.092,394.262,148.939,629.509
7224,18.0117,26.4527,b'9510-12703',327.551,888.935,613.305,84.0403,1125.75
7225,8.29411,12.7216,b'9510-12704',651.604,1987.75,1221.04,203.907,3003.06
7226,0.0,0.0,b'9510-12705',463.04,1902.94,979.78,199.585,2723.0
7227,0.0,0.0,b'9510-1901',58.9463,115.851,92.3055,19.6839,130.214
7228,0.376676,3.32394,b'9510-1902',322.453,929.549,666.058,66.027,1202.93
7229,0.0,0.0,b'9510-3701',116.432,338.563,234.618,30.2004,429.335
7230,17.1928,25.1698,b'9510-3702',202.922,485.796,342.707,59.1782,430.948
7231,0.173537,0.50055,b'9510-3703',75.0191,222.947,155.63,18.6873,284.409
7232,0.0,0.0,b'9510-3704',207.441,503.6,388.281,76.0798,720.158
7233,75.9907,110.888,b'9510-6101',757.579,1344.29,1064.08,468.554,1371.81
7234,5.3134,8.07126,b'9510-6102',281.192,885.831,586.219,61.6503,1189.1
7235,69.3407,85.5995,b'9510-6103',453.759,851.861,654.027,203.552,892.268
7236,-0.314602,1.40381,b'9510-6104',250.739,845.809,554.055,47.5324,1089.96
7237,0.0,0.0,b'9510-9101',419.911,1047.4,777.224,141.95,1313.64
7238,37.2138,55.3221,b'9510-9102',491.416,1176.6,842.808,168.713,1397.84
7239,18.3287,25.0714,b'9511-12701',626.98,2034.22,1344.72,166.941,2423.91
7240,0.0,0.0,b'9511-12702',288.962,760.946,544.382,73.842,958.105
7241,50.6401,83.8866,b'9511-12703',600.684,1226.88,924.452,300.523,648.616
7242,58.3516,87.1835,b'9511-12704',900.689,2305.97,1605.1,273.18,2891.42
7243,0.0,0.0,b'9511-12705',1312.17,4416.18,2906.54,288.894,5512.74
7244,10.9893,17.8178,b'9511-1901',577.793,1676.67,1180.35,134.852,2159.89
7245,0.384124,1.23171,b'9511-1902',304.267,1057.49,702.465,56.0531,1425.28
7246,8.14843,15.9972,b'9511-3701',982.398,3077.13,2090.56,200.338,3986.58
7247,0.161984,1.23428,b'9511-3702',239.761,810.835,556.288,67.7583,919.949
7248,0.879896,3.78819,b'9511-3703',632.166,2029.53,1383.78,127.538,2769.21
7249,0.0,0.0,b'9511-3704',458.793,1021.67,778.95,171.917,1281.79
7250,0.0,0.0,b'9511-6101',271.329,769.842,542.209,77.8003,902.792
7251,0.681576,7.61085,b'9511-6102',499.6,1242.11,913.646,106.209,1534.88
7252,59.5419,111.566,b'9511-6103',1050.65,2481.34,1707.77,381.006,2717.61
7253,0.0,0.0648641,b'9511-6104',119.6,425.948,274.662,24.3034,548.83
7254,0.0,0.0,b'9511-9101',246.221,830.988,548.167,66.3218,1173.32
7255,0.0,0.0,b'9511-9102',334.384,1232.91,828.895,81.7631,1776.24
7256,14.5111,24.091,b'9512-12701',298.497,768.577,535.725,96.9268,882.531
7257,1.27948,0.635407,b'9512-12702',241.253,918.101,560.171,63.8603,1052.2
7258,71.0901,90.4675,b'9512-12704',629.777,1217.98,919.42,307.836,1091.41
7259,32.2614,44.8531,b'9512-12705',233.239,411.741,316.281,111.783,351.554
7260,0.0,0.0,b'9512-1901',215.945,709.652,480.049,45.8292,928.691
7261,19.9093,31.2713,b'9512-1902',270.642,634.116,456.599,82.9506,774.357
7262,0.0,0.0,b'9512-3701',256.596,783.658,551.232,65.9625,995.714
7263,0.0,0.0,b'9512-3702',221.321,742.715,488.621,50.8348,1064.95
7264,3.2996,9.12159,b'9512-3703',538.469,1521.64,1078.29,142.381,1866.85
7265,15.8374,25.0164,b'9512-3704',309.18,832.588,594.033,90.9877,1008.4
7266,1.08106,2.45102,b'9512-6101',247.841,851.558,573.111,51.6246,1150.17
7267,3.49809,2.40462,b'9512-6102',259.011,860.158,578.78,51.8596,1101.71
7268,3.10958,5.57389,b'9512-6103',160.21,445.984,299.902,67.5757,460.327
7269,0.817862,4.90218,b'9512-6104',513.853,1529.78,1021.58,129.079,1868.39
7270,15.1286,30.2391,b'9512-9101',565.169,1660.95,1106.48,163.644,2120.71
7271,7.7525,11.4898,b'9512-9102',176.1,473.636,295.735,100.004,678.191
7272,52.7075,62.1032,b'9513-12701',370.432,642.302,549.639,197.327,482.448
7273,36.4277,55.8497,b'9513-12702',865.928,2847.95,1686.36,268.939,3091.69
7274,0.0654708,-0.00430574,b'9513-12703',1022.89,5688.38,2855.31,220.463,3830.37
7275,17.7077,23.7386,b'9513-12704',182.823,416.441,286.452,65.7508,395.264
7276,0.0,0.0,b'9513-12705',234.982,553.322,395.356,72.142,609.709
7277,2.25206,4.71985,b'9513-1901',425.903,1322.69,911.273,91.807,1733.79
7278,51.848,65.5006,b'9513-1902',353.069,562.941,460.699,140.955,607.194
7279,0.94285,2.64292,b'9513-3701',107.524,305.427,213.943,28.2065,361.17
7280,2.46667,7.98704,b'9513-3702',664.297,2109.42,1419.02,157.103,2676.31
7281,10.3111,14.2144,b'9513-3703',219.984,732.603,482.843,65.4395,963.398
7282,0.0773312,1.30155,b'9513-3704',172.877,536.222,371.068,37.2034,698.263
7283,25.28,34.7227,b'9513-6101',413.678,831.09,659.493,166.138,905.942
7284,10.4443,16.8021,b'9513-6102',104.083,196.235,151.54,41.5801,207.505
7285,1.46912,9.21661,b'9513-6103',1147.7,3757.87,2489.25,231.947,4713.74
7286,1.82053,5.21038,b'9513-6104',646.443,2362.49,1424.44,147.746,2752.6
7287,29.9127,37.3047,b'9513-9101',275.978,559.711,414.303,99.9104,648.471
7288,3.93615,9.4483,b'9513-9102',158.612,412.747,288.605,52.3033,503.452
7289,12.8171,17.0432,b'9514-12701',226.014,583.583,403.751,65.7681,712.792
7290,3.38143,6.69655,b'9514-12702',175.057,641.864,394.729,41.5277,792.724
7291,16.9588,28.0281,b'9514-12703',309.844,760.77,526.071,114.05,836.493
7292,16.6651,26.8225,b'9514-12704',636.698,1696.94,1236.16,290.625,2300.23
7293,2.74797,3.04248,b'9514-12705',87.8063,324.95,201.729,28.9247,609.864
7294,31.9127,39.6306,b'9514-1901',293.678,956.229,604.801,112.662,1234.48
7295,2.6687,4.43514,b'9514-1902',90.8742,267.181,184.591,27.8448,341.946
7296,0.438711,0.509782,b'9514-3701',174.007,678.417,428.603,31.7694,954.976
7297,54.3298,76.9909,b'9514-3702',781.984,1809.59,1284.34,455.053,2268.83
7298,0.543931,1.26698,b'9514-3703',65.4295,189.912,120.564,14.6707,188.582
7299,4.74649,9.72187,b'9514-3704',872.871,3069.82,1990.86,164.501,3422.22
7300,0.0,0.0,b'9514-6102',170.536,665.518,416.952,36.6079,955.064
7301,0.590058,1.44798,b'9514-6103',80.2486,218.847,127.089,38.6912,144.838
7302,0.51989,0.424142,b'9514-6104',181.92,757.057,476.776,31.5835,1060.1
7303,15.8182,20.9976,b'9514-9101',323.778,912.551,614.784,91.0433,1070.24
7304,0.706539,1.03587,b'9514-9102',182.594,741.003,208.592,32.0426,1052.63
7305,0.0,0.0,b'9862-12701',294.173,825.688,590.645,69.1143,1098.87
7306,1.1575,4.40127,b'9862-12702',519.426,1504.71,1064.63,113.636,1961.23
7307,9.31539,25.6735,b'9862-12703',653.404,1366.8,1071.43,159.597,1619.04
7308,0.264679,1.83761,b'9862-12704',151.334,426.477,297.962,28.6981,534.391
7309,1.04944,0.976906,b'9862-12705',95.4232,314.009,193.898,32.2338,409.445
7310,5.27535,11.9222,b'9862-1901',755.436,2402.38,1602.45,142.648,3223.57
7311,0.831153,0.0,b'9862-1902',343.949,995.709,699.349,71.5667,1285.18
7312,-0.20964,0.248882,b'9862-3701',180.585,484.22,349.126,48.6161,610.397
7313,0.555897,4.18544,b'9862-3702',501.688,1470.54,1027.81,104.101,1859.63
7314,0.17183,1.90232,b'9862-3703',145.719,389.09,282.163,37.0422,484.587
7315,1.58444,1.11841e-05,b'9862-3704',526.683,1506.22,1058.46,128.894,1956.62
7316,1.33817,6.38118,b'9862-6101',551.633,1533.42,1098.17,120.349,1964.21
7317,0.373382,1.36461,b'9862-6102',86.1972,232.169,166.288,26.8664,337.998
7318,0.338987,4.1628,b'9862-6103',453.901,1340.45,946.793,121.228,1756.28
7319,0.756154,4.39623,b'9862-6104',576.146,1687.95,1177.49,166.625,2011.19
7320,122.941,165.402,b'9862-9101',691.083,1074.88,909.916,283.256,1304.14
7321,0.237543,2.87812,b'9862-9102',193.681,525.512,375.559,60.5741,609.195
7322,68.4234,78.4102,b'9863-12701',314.746,483.411,421.026,152.669,494.97
7323,0.584077,4.46134,b'9863-12702',452.158,1288.15,884.036,103.441,1617.6
7324,1.24203,1.88711e-05,b'9863-12703',258.767,724.622,511.342,56.0837,898.616
7325,-0.010446,0.43412,b'9863-12704',621.499,1689.39,1213.56,156.057,2040.35
7326,0.918699,2.51461,b'9863-12705',291.771,869.57,596.498,61.8774,1042.5
7327,0.64955,4.37244,b'9863-1901',471.312,1387.84,968.727,105.105,1795.78
7328,0.565423,4.48112,b'9863-1902',318.279,860.471,618.909,83.1048,1061.8
7329,0.237609,1.56182,b'9863-3701',97.8871,325.687,180.609,34.3552,246.474
7330,0.0,0.0,b'9863-3702',377.412,1105.08,764.104,94.4545,1462.02
7331,1.93126,8.76559,b'9863-3703',707.488,2007.97,1427.39,145.102,2560.34
7332,1.36014,5.94733,b'9863-3704',657.973,1882.26,1308.11,150.224,2328.96
7333,0.0,0.0,b'9863-6101',835.719,2423.01,1679.05,166.909,3163.03
7334,-0.47486,1.52682,b'9863-6102',124.078,301.105,230.848,26.4552,246.184
7335,0.575886,4.70211,b'9863-6103',336.241,837.897,616.201,102.402,1058.86
7336,2.52874,10.5436,b'9863-6104',649.183,1860.94,1278.02,209.91,2203.28
7337,31.4325,46.275,b'9863-9101',390.216,745.429,610.574,153.467,934.422
7338,22.9102,36.7702,b'9863-9102',434.051,1014.93,727.516,172.408,1094.75
7339,4.22691,7.01921,b'9864-12701',531.242,1746.59,1149.35,121.438,2289.15
7340,0.922188,6.15185,b'9864-12702',725.125,2328.02,1508.57,181.895,3304.67
7341,0.0,0.0,b'9864-12703',343.128,656.455,481.882,111.028,699.705
7342,0.0,8.04145,b'9864-12704',250.882,872.93,540.703,48.7546,1142.84
7343,0.0764317,2.529,b'9864-12705',238.438,870.472,561.518,78.8979,1131.03
7344,0.0,0.0,b'9864-1901',165.512,490.761,344.324,33.3566,638.896
7345,0.0,0.0,b'9864-1902',124.397,384.68,263.274,36.5176,514.94
7346,4.82804,7.87989,b'9864-3701',779.586,2458.81,1655.54,176.493,3427.51
7347,0.0,0.0,b'9864-3702',499.308,1682.48,1124.2,109.355,2491.65
7348,2.526,5.09256,b'9864-3703',132.057,409.256,285.553,36.0469,516.694
7349,7.37971,17.7678,b'9864-3704',613.006,1740.47,1180.19,161.002,2093.61
7350,0.0,0.0,b'9864-6101',222.827,585.835,424.217,67.5608,757.307
7351,0.0,1.95544,b'9864-6102',138.373,410.463,284.41,33.8548,537.819
7352,0.0,-0.083865,b'9864-6103',173.261,488.28,347.605,43.2369,648.327
7353,0.0,10.8766,b'9864-6104',985.359,3166.98,2119.56,227.555,4333.89
7354,-0.165727,2.63225,b'9864-9101',184.196,609.627,388.828,42.2876,720.877
7355,4.71664,8.02529,b'9864-9102',89.6369,212.803,158.095,32.0932,264.394
7356,16.8746,30.2237,b'9865-12701',1028.21,2954.1,1937.33,279.357,3429.05
7357,64.6769,84.858,b'9865-12702',790.587,1435.34,1085.29,340.678,1491.48
7358,-0.0901696,0.193462,b'9865-12703',136.678,577.489,376.713,46.5919,727.048
7359,4.48448,9.16392,b'9865-12704',489.596,1523.92,1003.55,141.076,1942.41
7360,0.0,0.0,b'9865-12705',799.851,1832.97,1234.76,323.283,1907.97
7361,31.581,53.6243,b'9865-1901',582.356,1410.82,1047.15,191.339,1721.82
7362,0.898216,0.863012,b'9865-1902',86.1049,269.615,181.243,18.6768,340.966
7363,0.0,0.0,b'9865-3701',94.441,186.318,146.625,33.0514,229.156
7364,8.89789,12.0693,b'9865-3702',89.1271,186.036,134.879,37.229,219.242
7365,3.25601,6.3442,b'9865-3703',568.003,1711.86,1174.15,123.429,2309.89
7366,0.0,0.0,b'9865-3704',794.075,2294.7,1613.35,166.818,2966.64
7367,0.0,0.0,b'9865-6101',234.842,553.745,377.466,84.6675,654.457
7368,0.0,0.0,b'9865-6102',599.704,1900.75,1270.78,115.432,2358.5
7369,1.28877,4.07831,b'9865-6103',223.807,568.479,420.052,63.3899,613.625
7370,1.52756,3.49669,b'9865-6104',266.52,902.616,602.601,54.0337,1118.04
7371,7.39542,8.86605,b'9865-9101',940.61,2952.42,1972.96,190.508,3363.35
7372,0.0,0.0,b'9865-9102',1006.97,1932.05,1427.58,389.978,2103.35
7373,58.4889,93.4013,b'9866-12701',789.847,1895.71,1343.49,273.731,2264.85
7374,0.0,0.0,b'9866-12702',764.56,2201.18,1502.76,283.807,2285.57
7375,14.6976,28.1756,b'9866-12703',658.245,1617.75,1186.27,206.216,2240.42
7376,0.665924,12.0883,b'9866-12704',1495.95,4527.97,2900.33,330.387,6949.38
7377,3.77479,4.23584,b'9866-12705',289.201,864.25,583.131,112.325,1099.92
7378,0.315206,1.60167,b'9866-1901',88.0094,255.732,179.093,17.3799,308.207
7379,1.20266,5.00404,b'9866-1902',333.316,1016.24,703.25,72.6418,1319.86
7380,2.8737,3.88062,b'9866-3701',187.952,573.42,393.886,42.5349,761.679
7381,0.388058,0.588237,b'9866-3702',181.061,666.99,442.329,31.7665,855.897
7382,0.615692,1.72023,b'9866-3703',203.351,655.168,448.916,36.7094,854.122
7383,0.0,0.0,b'9866-3704',233.381,784.746,531.736,40.3389,1036.84
7384,-0.171148,3.43035,b'9866-6101',298.108,904.799,632.74,72.2697,1119.3
7385,3.13882,5.27308,b'9866-6102',210.274,729.157,488.134,40.762,919.866
7386,16.1371,24.891,b'9866-6103',384.498,896.931,671.76,133.186,1206.22
7387,9.73453,18.5832,b'9866-6104',771.803,2297.07,1577.4,173.918,2734.19
7388,1.37877,-0.111074,b'9866-9101',212.649,774.093,505.431,49.8308,785.234
7389,3.34429,5.27913,b'9866-9102',300.283,975.664,626.409,139.405,1430.32
7390,0.0,0.0,b'9867-12701',134.934,287.676,205.791,79.2982,316.521
7391,42.1899,56.5262,b'9867-12702',376.454,717.165,537.976,177.492,738.076
7392,19.6021,25.3037,b'9867-12703',146.135,259.817,203.34,50.8249,291.437
7393,83.3521,113.233,b'9867-12704',876.22,1714.83,1280.19,345.351,1907.74
7394,0.0,0.0,b'9867-12705',546.988,1924.65,1293.53,105.786,2206.8
7395,0.385591,0.952464,b'9867-1901',84.7686,255.449,179.191,18.0026,323.181
7396,0.302901,5.63566,b'9867-1902',666.995,2132.2,1441.64,124.925,2787.1
7397,15.3692,19.513,b'9867-3701',264.443,685.895,494.798,82.0154,853.212
7398,14.148,21.2788,b'9867-3702',137.394,313.186,230.91,52.4962,366.754
7399,21.3463,29.2177,b'9867-3703',150.051,296.629,221.725,64.1377,355.179
7400,68.3288,99.1632,b'9867-3704',619.626,1209.36,938.983,230.887,1388.04
7401,0.0,0.0,b'9867-6101',255.027,797.85,511.197,73.3359,952.368
7402,6.00003,10.4044,b'9867-6102',1126.42,3528.59,2354.18,232.587,4571.89
7403,1.48509,1.88221,b'9867-6103',128.703,473.572,310.552,83.0196,641.577
7404,0.0,0.0,b'9867-6104',1016.43,2910.52,2005.12,264.963,3970.96
7405,48.8797,88.8222,b'9867-9101',698.558,1524.64,1112.93,229.876,1816.76
7406,3.05093,6.66551,b'9867-9102',332.692,1145.31,721.767,93.8419,1535.58
7407,-0.69496,0.626052,b'9868-12701',72.8459,214.74,154.924,21.3454,217.906
7408,0.0,0.0,b'9868-12702',305.161,899.752,614.281,76.289,1149.29
7409,3.59052,5.81701,b'9868-12703',83.2088,187.118,140.204,32.7152,249.571
7410,8.90718,13.3687,b'9868-12704',1801.77,5905.11,3931.94,349.255,7942.12
7411,29.2945,41.5175,b'9868-12705',398.079,941.816,657.589,135.232,1143.65
7412,0.945598,8.47504,b'9868-1901',1083.26,3559.4,2378.02,225.886,4604.29
7413,2.83158,6.51665,b'9868-1902',96.1877,225.427,168.592,27.8195,261.668
7414,1.56609,5.27387,b'9868-3701',95.3557,237.857,173.465,29.5151,290.412
7415,10.3033,18.6475,b'9868-3702',275.034,587.635,450.918,85.6736,717.976
7416,123.909,150.448,b'9868-3703',645.725,1007.83,841.917,289.654,1171.37
7417,2.83021,13.5282,b'9868-3704',1151.86,3455.53,2408.0,253.304,4480.19
7418,39.6092,61.4445,b'9868-6101',703.563,1680.05,1224.53,229.195,2056.55
7419,20.3881,27.8869,b'9868-6102',866.29,2528.32,1726.8,204.065,3170.85
7420,6.14384,17.6601,b'9868-6103',869.701,2858.44,1907.36,179.379,3716.07
7421,-0.354183,0.822471,b'9868-6104',254.305,918.003,600.12,109.277,987.071
7422,5.24089,3.38805,b'9868-9101',85.9462,247.429,164.033,22.8287,268.995
7423,53.246,74.911,b'9868-9102',692.374,1693.51,1197.76,224.508,2034.65
7424,0.721215,1.57705,b'9869-12701',68.625,199.72,139.442,25.7542,235.731
7425,12.835,25.8358,b'9869-12702',818.393,2333.14,1574.53,222.059,2925.74
7426,36.123,66.9116,b'9869-12703',1788.0,5344.31,3574.43,435.431,6601.59
7427,0.837933,0.559094,b'9869-12704',74.4654,194.523,139.254,36.7999,227.282
7428,14.6524,18.9352,b'9869-12705',192.642,370.035,288.517,48.844,515.146
7429,2.08171,6.36033,b'9869-1901',579.199,1848.82,1239.17,105.028,2445.97
7430,5.42433,7.20198,b'9869-1902',83.8818,183.78,139.086,25.4351,209.377
7431,0.711066,3.40747,b'9869-3701',209.159,685.469,431.221,51.5681,691.06
7432,3.19402,4.46819,b'9869-3702',942.977,3006.64,1991.3,180.37,3908.76
7433,1.90254,9.51062,b'9869-3703',1027.96,3041.64,2099.77,236.893,3857.92
7434,23.5813,30.676,b'9869-3704',164.748,303.38,236.755,69.8451,343.984
7435,2.98481,6.34866,b'9869-6102',157.833,411.356,279.055,84.7963,484.694
7436,3.53266,13.9491,b'9869-6103',329.273,1005.27,661.684,99.9276,1296.17
7437,9.88632e-05,0.0177972,b'9869-6104',239.621,653.701,452.885,53.451,716.203
7438,62.5716,74.5885,b'9869-9101',1292.04,3437.1,2471.48,497.774,4125.43
7439,26.4479,56.1499,b'9869-9102',1276.15,3579.19,2463.55,354.914,4570.82
7440,28.1012,34.8466,b'9870-12701',190.392,333.452,299.149,203.917,229.189
7441,39.2992,52.8862,b'9870-12702',231.112,354.371,287.971,109.263,382.58
7442,19.3643,33.1471,b'9870-12703',336.354,905.077,615.792,104.434,1155.5
7443,19.5396,31.7903,b'9870-12704',361.121,957.888,678.051,113.362,980.285
7444,28.5795,44.6709,b'9870-12705',303.698,597.161,447.004,177.491,67.3068
7445,1.56958,1.43625,b'9870-1901',116.727,497.007,313.128,33.2658,622.657
7446,0.342138,0.692664,b'9870-1902',85.2238,240.798,170.766,19.9411,302.306
7447,1.39493,5.49544,b'9870-3701',296.135,798.815,570.365,87.793,1028.44
7448,80.4443,119.448,b'9870-3702',1237.13,3294.8,2211.32,387.101,3764.91
7449,-0.391069,2.78963,b'9870-3703',108.939,264.575,197.57,41.1637,248.347
7450,0.0473887,0.58114,b'9870-3704',108.516,466.558,299.71,22.7456,620.024
7451,5.61667,6.86316,b'9870-6101',234.965,636.825,454.627,73.4862,816.409
7452,74.0065,94.309,b'9870-6102',407.803,678.609,566.507,195.395,680.088
7453,9.5394,13.496,b'9870-6103',670.45,1887.96,1308.08,173.104,2263.59
7454,8.14007,11.4099,b'9870-6104',243.623,523.381,382.072,103.244,506.716
7455,55.7972,84.2819,b'9870-9101',1145.16,3013.38,2142.24,331.026,3605.45
7456,1.7695,3.40807,b'9870-9102',203.699,748.236,475.139,66.0324,922.194
7457,40.0608,43.3131,b'9871-12701',278.161,541.171,418.357,106.785,525.073
7458,78.3105,151.126,b'9871-12702',3313.49,9842.97,6729.82,875.903,12487.4
7459,59.1893,81.0064,b'9871-12703',563.305,944.178,822.978,334.978,762.662
7460,114.301,152.207,b'9871-12704',817.14,1196.61,1097.92,416.816,1350.41
7461,70.3857,119.688,b'9871-12705',1334.16,3161.3,2273.32,432.876,3807.85
7462,44.7679,60.2816,b'9871-1901',370.327,616.885,511.09,177.711,676.648
7463,36.4993,41.4276,b'9871-1902',258.808,402.44,343.735,166.186,567.168
7464,36.1045,45.9805,b'9871-3701',333.326,620.54,479.685,132.366,672.996
