Plate-IFU,extinction,ha_6564,ha_6564c,l_ha,l_hac
9193-12704,-0.0006599444746805464,5.6105327148437504e-14,5.6021225090343965e-14,1.7041964273477715e+42,1.7016418316574837e+42
9193-12705,999.0,0.0,999.0,999.0,999.0
9193-1901,999.0,0.0,999.0,999.0,999.0
9193-1902,999.0,0.0,999.0,999.0,999.0
9193-3701,0.11968608340776386,2.2129621582031252e-14,2.9048792815399823e-14,2.8398032032173204e+40,3.727711953002894e+40
9193-3702,999.0,0.0,999.0,999.0,999.0
9193-3703,999.0,0.0,999.0,999.0,999.0
9193-3704,999.0,0.0,999.0,999.0,999.0
9193-6101,999.0,0.0,999.0,999.0,999.0
9193-6103,999.0,0.0,999.0,999.0,999.0
9193-6104,0.20727354099426645,1.1833193359375e-14,1.8954939421712984e-14,4.028080206141993e+40,6.452359390606235e+40
9193-9101,0.2930075163922079,9.78940773010254e-17,1.9055196756590889e-16,4.822512354988096e+38,9.387076758772015e+38
9193-9102,0.22327568319234736,1.8103955078125002e-14,3.0074001549618316e-14,6.37300727450748e+40,1.058673808138486e+41
9194-12701,0.125349584457795,9.5142021484375e-14,1.265078527545662e-13,1.86706658581377e+41,2.4825895123522205e+41
9194-12702,0.11026472410234515,2.51990576171875e-14,3.2377076780673456e-14,3.6793460823875444e+40,4.727417684496229e+40
9194-12703,0.2097743802752453,9.024979248046875e-15,1.453903159002126e-14,3.012566559036066e+40,4.853174635093579e+40
9194-12704,0.1984378336861243,8.234589233398439e-15,1.2928250828702683e-14,2.979337242445815e+40,4.677539836159933e+40
9194-12705,0.2514615297757944,1.1299252319335938e-15,2.001209376246324e-15,4.885060747301733e+39,8.651925892745833e+39
9194-1901,999.0,0.0,999.0,999.0,999.0
9194-1902,999.0,0.0,999.0,999.0,999.0
9194-3702,999.0,0.0,999.0,999.0,999.0
9194-3703,999.0,0.0,999.0,999.0,999.0
9194-3704,999.0,0.0,999.0,999.0,999.0
9194-6101,0.4059538787937774,1.0358681640625e-14,2.6065265619983175e-14,1.86675651749013e+41,4.6972680659852005e+41
9194-6102,999.0,0.0,999.0,999.0,999.0
9194-6103,999.0,0.0,999.0,999.0,999.0
9194-6104,0.18485474267087118,1.0348449707031251e-14,1.5753022573014903e-14,3.63894268363023e+40,5.539413908364015e+40
9194-9101,999.0,0.0,999.0,999.0,999.0
9194-9102,999.0,0.0,999.0,999.0,999.0
9195-12701,0.08290986626581152,3.626120910644531e-15,4.378152665187255e-15,3.725051213263235e+39,4.497600410795074e+39
9195-12702,0.3227974796156981,2.0941746520996095e-15,4.361928781649515e-15,1.0462805926609923e+41,2.1792840564819413e+41
9195-12703,0.1337110408928134,1.471437255859375e-14,1.994074075999578e-14,9.155716923001097e+39,1.2407717482105092e+40
9195-12704,999.0,999.0,999.0,999.0,999.0
9195-12705,0.3637105685641675,1.9184568786621094e-15,4.385378824899458e-15,2.1323207793607732e+39,4.8742478904311124e+39
9195-1901,0.4131312055036901,1.3942845153808595e-15,3.566108316878182e-15,8.688993908772332e+38,2.222350825929731e+39
9195-1902,0.40894099033611114,4.18456298828125e-14,1.0601239721306531e-13,2.05622865482433e+41,5.209283012983355e+41
9195-3701,999.0,0.0,999.0,999.0,999.0
9195-3702,0.9325182788553166,1.506387233734131e-16,1.2546386766490444e-15,1.5589535063500392e+39,1.2984200346121698e+40
9195-3703,0.26893211375120535,5.0541052246093755e-15,9.313953432262606e-15,8.956331609382308e+39,1.6505167942983566e+40
9195-3704,0.194978345911628,3.405443115234375e-14,5.304644122164672e-14,5.704973327892879e+40,8.886612463303586e+40
9195-6101,999.0,0.0,999.0,999.0,999.0
9195-6102,0.13828436542143852,4.479713134765625e-15,6.134293195302439e-15,2.977854925777592e+39,4.077724322575635e+39
9195-6103,999.0,0.0,999.0,999.0,999.0
9195-6104,0.4159635118556282,1.36093984375e-13,3.503306282023334e-13,6.4401302158615476e+41,1.6578064596968742e+42
9195-9101,0.34246794012081627,8.619435424804688e-15,1.877427482070611e-14,6.88609176429438e+40,1.4998822179399663e+41
9195-9102,999.0,0.0,999.0,999.0,999.0
9196-12701,0.18539808800898058,5.3052558898925786e-17,8.085955160230637e-17,1.246185709915229e+38,1.899362062985949e+38
9196-12702,999.0,0.0,999.0,999.0,999.0
9196-12703,0.3459073834443102,4.578772583007813e-15,1.0051452915315626e-14,7.894627647026132e+40,1.7330513066430834e+41
9196-12704,0.5153265696714697,1.9533802032470705e-16,6.302562652131553e-16,1.8203862872054108e+39,5.873459046590986e+39
9196-12705,999.0,0.0,999.0,999.0,999.0
9196-1901,999.0,0.0,999.0,999.0,999.0
9196-1902,0.34120506966171094,2.2393395996093753e-15,4.863597256746299e-15,3.2323261247159166e+39,7.020253862263683e+39
9196-3701,999.0,0.0,999.0,999.0,999.0
9196-3702,0.550548960627434,4.934987487792969e-15,1.724995592780908e-14,8.057040396461433e+40,2.816290661148029e+41
9196-3703,0.3583768249824366,5.5405206680297854e-17,1.25123873611453e-16,9.804670125933444e+38,2.214229274007087e+39
9196-3704,0.3147128791916968,1.1586616516113281e-15,2.369415295310166e-15,7.605902635693209e+39,1.5553757228945298e+40
9196-6101,0.16237696036211946,1.1252716779708863e-17,1.6276308899057307e-17,2.8920529439756044e+38,4.183162874360808e+38
9196-6102,999.0,0.0,999.0,999.0,999.0
9196-6103,0.324336371376297,3.986658935546876e-15,8.332857375708594e-15,8.74413310408997e+39,1.8276861705150763e+40
9196-6104,0.4098549382034905,2.5095009765625002e-14,6.370832164416355e-14,4.026107463565423e+41,1.0221018109111914e+42
9196-9101,0.33499505842494265,6.886751708984375e-15,1.4747606704576945e-14,6.629507939873156e+40,1.4196733071495906e+41
9196-9102,999.0,0.0,999.0,999.0,999.0
9484-12701,0.048593884066108525,8.229329833984376e-15,9.190441006868985e-15,4.517701693016786e+39,5.045328323679599e+39
9484-12703,0.23960881435403053,2.4105428695678714e-16,4.1558195425283126e-16,5.7589064875877416e+38,9.92845903172035e+38
9484-12704,0.5555683087538583,1.2886522216796877e-14,4.556094896916733e-14,9.412644546270507e+40,3.3278879330108206e+41
9484-12705,0.45103023434989864,1.73269921875e-13,4.830368092692335e-13,6.3901679606372625e+41,1.781432293036698e+42
9484-1901,999.0,0.0,999.0,999.0,999.0
9484-1902,0.12371288779477768,1.70256005859375e-14,2.255442728014641e-14,1.094219983211601e+40,1.4495526848088645e+40
9484-3701,0.22662794335318517,3.88909387588501e-17,6.509918208345718e-17,1.9927668954178992e+38,3.3356740442572745e+38
9484-3702,0.2734067529291612,1.3441892862319947e-17,2.502462487684766e-17,1.721350745754904e+38,3.2046198504340624e+38
9484-3703,999.0,0.0,999.0,999.0,999.0
9484-3704,999.0,0.0,999.0,999.0,999.0
9484-6102,0.1639103921404776,4.4611376953125005e-14,6.475271272405286e-14,4.1370712510917012e+40,6.004893920274155e+40
9484-6103,0.2821368734834793,4.8863486328125005e-14,9.279187949629689e-14,9.554288537977924e+40,1.8143617193736928e+41
9484-6104,999.0,0.0,999.0,999.0,999.0
9484-9101,0.29871061313518477,1.06193310546875e-14,2.094036644415722e-14,2.58730900280495e+40,5.101940823201598e+40
9484-9102,0.09875284635816423,1.997210693359375e-14,2.4998427609397558e-14,1.5010983088230846e+40,1.8788752499910017e+40
9485-12701,0.20173831721725788,1.9893348693847658e-16,3.146762469591468e-16,7.656428832803469e+38,1.2111064493438003e+39
9485-12702,0.1333647934491971,7.743328247070313e-15,1.0485409444908697e-14,6.472849889263223e+39,8.765027026981014e+39
9485-12703,0.2209088606484881,2.9915000000000004e-14,4.942768091792017e-14,3.326495230859401e+40,5.496270929162682e+40
9485-12704,999.0,999.0,999.0,999.0,999.0
9485-12705,0.3036005211218428,4.74359423828125e-14,9.458493447884951e-14,1.1715732762290082e+41,2.336059452029413e+41
9485-1901,0.5114740845485817,7.8561669921875e-14,2.5126842793163477e-13,9.950471899196112e+41,3.1825181844724755e+42
9485-1902,999.0,0.0,999.0,999.0,999.0
9485-3701,0.5774268150062669,8.408544311523438e-15,3.1243276259131724e-14,3.0936742013949647e+40,1.1495035781338425e+41
9485-3702,0.26050861088587896,4.186265563964844e-15,7.56834421368329e-15,1.7297844580572884e+40,3.127275131981356e+40
9485-3703,8.455896426628797,2.5430725e-11,0.005662649668632558,1.1926583739163736e+44,2.655687773686907e+52
9485-3704,999.0,0.0,999.0,999.0,999.0
9485-6101,999.0,0.0,999.0,999.0,999.0
9485-6102,999.0,0.0,999.0,999.0,999.0
9485-6103,999.0,0.0,999.0,999.0,999.0
9485-6104,0.17396242522896568,4.152133941650391e-16,6.166050268074588e-16,1.0618959941578212e+39,1.57694914746454e+39
9485-9101,999.0,0.0,999.0,999.0,999.0
9485-9102,0.0690669410243385,1.0518184814453125e-14,1.2306191860123686e-14,8.916907120751933e+39,1.0432709803319972e+40
9486-12701,0.3412838237786102,6.329237670898438e-15,1.374886333707773e-14,2.6202463823541145e+40,5.691903400326128e+40
9486-12702,0.33830897900383694,2.241209716796875e-14,4.8357197166982197e-14,8.713925397434625e+40,1.8801498377597407e+41
9486-12703,0.12956238340606444,3.612575073242188e-15,4.849766908564582e-15,1.1767213353379283e+40,1.5797108923751977e+40
9486-12704,0.14526435186348374,3.594697265625e-14,5.0011201619508364e-14,3.6627870226993306e+40,5.095849990852732e+40
9486-12705,999.0,0.0,999.0,999.0,999.0
9486-1901,999.0,0.0,999.0,999.0,999.0
9486-1902,999.0,0.0,999.0,999.0,999.0
9486-3701,0.3166651775671576,2.3888156738281252e-14,4.906756463632932e-14,1.0539126066630947e+40,2.1647934378131698e+40
9486-3702,0.2420921565858008,2.9060749511718755e-14,5.038487530273469e-14,3.058486097646992e+40,5.302734555519632e+40
9486-3703,0.30913149475754137,1.342135986328125e-14,2.7100114934199238e-14,5.806291722816518e+40,1.1723936667573131e+41
9486-3704,999.0,0.0,999.0,999.0,999.0
9486-6101,999.0,0.0,999.0,999.0,999.0
9486-6102,999.0,0.0,999.0,999.0,999.0
9486-6103,999.0,0.0,999.0,999.0,999.0
9486-6104,999.0,0.0,999.0,999.0,999.0
9486-9101,0.2852258982831543,2.581894636154175e-17,4.9375729149766597e-17,1.0420469744709227e+38,1.9927935265960105e+38
9486-9102,0.4277739112437639,1.4761782226562502e-14,3.9033473446341184e-14,5.472238419797868e+40,1.4469829575650648e+41
9487-12701,0.23967155473542598,1.4253555908203127e-14,2.457689320827445e-14,3.398097288670198e+40,5.859216795642588e+40
9487-12702,0.09196801223168752,4.53445751953125e-14,5.5887689994612006e-14,5.640043807973625e+40,6.95141631691029e+40
9487-12703,0.40192069700183325,4.5045693359375e-14,1.1231283457569631e-13,3.233338301026982e+41,8.061711623202883e+41
9487-12704,0.2338070222485047,4.9667197265625e-14,8.450529957559615e-14,2.9417630479274e+41,5.0052062796299095e+41
9487-12705,999.0,0.0,999.0,999.0,999.0
9487-1901,999.0,0.0,999.0,999.0,999.0
9487-1902,999.0,0.0,999.0,999.0,999.0
9487-3701,999.0,0.0,999.0,999.0,999.0
9487-3702,999.0,0.0,999.0,999.0,999.0
9487-3703,0.6467671984470065,3.9016879882812504e-14,1.6972316227311234e-13,1.768627402817957e+41,7.693517180018736e+41
9487-3704,0.1904101814178575,6.032267089843751e-14,9.299369271337345e-14,7.941374998091635e+40,1.2242458354298913e+41
9487-6101,0.23487653832806393,1.6496413574218752e-14,2.8135825041218943e-14,6.521736075356526e+40,1.1123292002572572e+41
9487-6102,0.07589306904733224,7.161857910156251e-15,8.510348369449181e-15,2.7293655807240793e+40,3.2432718173040547e+40
9487-6103,0.200903177224233,2.3482817382812503e-14,3.7075056140431294e-14,2.0962500104312265e+40,3.309593800188602e+40
9487-6104,0.26156248897301265,3.843600830078125e-14,6.96550755513267e-14,4.653860502974112e+40,8.433888410139823e+40
9487-9101,999.0,0.0,999.0,999.0,999.0
9487-9102,0.1587332185408338,7.449290771484375e-15,1.0686029283242018e-14,3.015074882715749e+40,4.3251336907403156e+40
9488-12701,0.40368265519493285,5.3560234375000004e-14,1.34078142906194e-13,7.831914667827995e+40,1.9605750167372357e+41
9488-12702,0.12466770627855117,1.494470703125e-14,1.984080850019009e-14,2.1921889135868045e+40,2.9103816046554887e+40
9488-12703,0.17023350533426843,8.9478271484375e-15,1.3175651600208014e-14,5.1467717775317657e+39,7.578607709066376e+39
9488-12704,0.17261161953548176,2.5108912658691407e-15,3.7173212710941935e-15,1.6944030459266685e+39,2.508527776590012e+39
9488-12705,0.04380478069003814,6.8702209472656255e-15,7.589528283211455e-15,6.324511680852884e+39,6.986683637654824e+39
9488-1901,999.0,0.0,999.0,999.0,999.0
9488-1902,0.09803045849758844,1.2502000732421875e-14,1.5622667461945517e-14,1.0138073900202636e+40,1.266867284983856e+40
9488-3701,999.0,0.0,999.0,999.0,999.0
9488-3702,999.0,0.0,999.0,999.0,999.0
9488-3703,0.21302083391787807,1.2253979492187502e-14,1.988709353779042e-14,4.605254627316661e+40,7.473909157198972e+40
9488-3704,999.0,0.0,999.0,999.0,999.0
9488-6102,999.0,0.0,999.0,999.0,999.0
9488-6103,0.3356521440523741,8.414002227783204e-16,1.804506369160818e-15,5.172774396188529e+38,1.1093774509985445e+39
9488-6104,999.0,0.0,999.0,999.0,999.0
9488-9101,0.1858752842991395,9.97499008178711e-16,1.5219786251602385e-15,6.161616141232994e+38,9.401360789843311e+38
9488-9102,0.1489402586774229,6.413944824218751e-14,8.998270468344052e-14,9.245351660382869e+40,1.297051613243524e+41
9489-12701,999.0,0.0,999.0,999.0,999.0
9489-12702,0.1508115284149077,3.81733154296875e-15,5.378250444575149e-15,2.1938688842351963e+39,3.0909487869113085e+39
9489-12703,0.1440878671527633,3.2495000000000004e-14,4.508790784281316e-14,1.4663029669777759e+41,2.0345447928831347e+41
9489-12704,0.19524553233977557,5.5316123046875007e-14,8.621803558305842e-14,2.833730810693705e+40,4.416772008084561e+40
9489-12705,0.18692790309694565,2.12100244140625e-14,3.2439667516618086e-14,3.31989569348137e+40,5.077613791664659e+40
9489-1901,999.0,0.0,999.0,999.0,999.0
9489-1902,999.0,0.0,999.0,999.0,999.0
9489-3701,999.0,0.0,999.0,999.0,999.0
9489-3702,999.0,0.0,999.0,999.0,999.0
9489-3703,0.1579264764316504,2.5606923828125e-14,3.6665906542436354e-14,2.767460656076279e+40,3.962656914850222e+40
9489-6101,999.0,0.0,999.0,999.0,999.0
9489-6102,0.2864505746829815,9.463568115234376e-15,1.814842410840744e-14,4.3071014386051226e+40,8.259791934070279e+40
9489-6103,999.0,0.0,999.0,999.0,999.0
9489-6104,0.23555095480881566,7.91712890625e-15,1.352395193989556e-14,7.30353603970981e+39,1.2475819398918306e+40
9489-9102,999.0,0.0,999.0,999.0,999.0
9490-12701,0.388515690599819,3.442449951171875e-15,8.325499990411778e-15,1.680135902383102e+40,4.0633768500887656e+40
9490-12702,0.19600570684056468,1.8313217773437502e-14,2.8593116494924026e-14,8.935157720164891e+40,1.395079820236521e+41
9490-12703,0.2652658640506611,1.0107051391601563e-14,1.8471192524395844e-14,4.688613234943472e+40,8.568698661909937e+40
9490-12704,0.17393478814228588,1.0152394104003907e-15,1.5075679327699369e-15,3.4791700408888865e+39,5.166353012467666e+39
9490-12705,999.0,0.0,999.0,999.0,999.0
9490-1901,999.0,0.0,999.0,999.0,999.0
9490-1902,999.0,0.0,999.0,999.0,999.0
9490-3701,0.35972865163277584,3.991211700439453e-16,9.041258553722036e-16,1.8919899829532712e+39,4.2859091175367166e+39
9490-3702,0.29302542851765595,6.6174011230468755e-15,1.2881373230301375e-14,2.28155906944445e+40,4.441262268073162e+40
9490-3703,999.0,0.0,999.0,999.0,999.0
9490-3704,0.4049735261929689,2.2706381835937502e-14,5.700826211602904e-14,1.085259798603338e+41,2.7247306730677794e+41
9490-6101,0.38126990608061256,2.8505263671875e-14,6.781327421490854e-14,7.614688718152683e+40,1.8115144629051324e+41
9490-6102,0.21061478369346584,5.6601318359375e-15,9.13577639539773e-15,9.624257952950695e+39,1.5534102593075488e+40
9490-6103,999.0,0.0,999.0,999.0,999.0
9490-6104,0.14326047691709656,5.2078051757812506e-15,7.212427684080364e-15,3.334862027071438e+39,4.618538980393052e+39
9490-9101,999.0,0.0,999.0,999.0,999.0
9490-9102,999.0,0.0,999.0,999.0,999.0
9491-12701,999.0,0.0,999.0,999.0,999.0
9491-12702,0.41756015158928084,2.261689147949219e-15,5.843166960409838e-15,8.064805290496286e+39,2.0835756256909107e+40
9491-12703,0.22880060676494846,1.5539970703125e-14,2.6140997448259658e-14,6.901079452878453e+40,1.1608844303139847e+41
9491-12704,0.41399717342913517,3.999974365234375e-14,1.0250739987392627e-13,3.7043415424389675e+41,9.493121332494804e+41
9491-12705,999.0,0.0,999.0,999.0,999.0
9491-1901,999.0,0.0,999.0,999.0,999.0
9491-1902,0.6715479096582881,1.7634893798828126e-15,8.115680569488404e-15,2.69835477955537e+40,1.2417985446262745e+41
9491-3701,0.12845915408519964,4.883998413085938e-15,6.5401903887625835e-15,1.9897638033650181e+40,2.6645041627794224e+40
9491-3702,0.19735782999886217,1.6225744628906252e-14,2.541185018326337e-14,6.496253423378329e+40,1.0174067355485662e+41
9491-3703,999.0,0.0,999.0,999.0,999.0
9491-3704,999.0,0.0,999.0,999.0,999.0
9491-6101,0.3367118566941764,2.605846875e-13,5.602099743260075e-13,1.0466122351008393e+42,2.2500271177872892e+42
9491-6102,999.0,0.0,999.0,999.0,999.0
9491-6103,0.0902993025488656,7.817167968750001e-15,9.598268956556891e-15,2.8260148631360924e+40,3.4699076238405185e+40
9491-6104,999.0,0.0,999.0,999.0,999.0
9491-9101,0.24098646150825506,1.1822137451171875e-14,2.0445504867990078e-14,4.948609899665388e+40,8.558251687672889e+40
9491-9102,0.07040841492973354,1.0625632324218751e-14,1.2469871302294953e-14,3.752224299355795e+40,4.403479499630703e+40
9492-12701,0.24216663350032527,9.456371093750001e-14,1.6398019833605323e-13,3.483305063939604e+41,6.040298647197904e+41
9492-12702,0.27383635179814847,1.030904769897461e-16,1.9210992195204178e-16,3.640827321320096e+39,6.784710605318421e+39
9492-12703,0.2270700064088628,1.8112786865234377e-14,3.0349307580472957e-14,9.436682863586584e+40,1.5811856722947292e+41
9492-12704,0.30753676720976675,3.4942883300781254e-15,7.030060044385008e-15,1.6506212672918902e+40,3.320838329143097e+40
9492-12705,0.4685829323701047,1.273262451171875e-14,3.6940519836376313e-14,1.255497499986769e+41,3.642511428817871e+41
9492-1901,999.0,0.0,999.0,999.0,999.0
9492-1902,999.0,0.0,999.0,999.0,999.0
9492-3701,999.0,0.0,999.0,999.0,999.0
9492-3702,999.0,0.0,999.0,999.0,999.0
9492-3703,999.0,0.0,999.0,999.0,999.0
9492-3704,999.0,0.0,999.0,999.0,999.0
9492-6101,0.17072556118331766,9.911316680908204e-16,1.4610720292233685e-15,1.8920422289186534e+39,2.789145042764561e+39
9492-6102,0.32093704926826383,2.6921328735351564e-15,5.583744610039786e-15,1.7890265006907556e+40,3.710614427189377e+40
9492-6103,0.38485908187611384,8.445424804687501e-15,2.0256032497278315e-14,5.260081718079e+40,1.261610738166892e+41
9492-6104,999.0,0.0,999.0,999.0,999.0
9492-9102,0.21892698804291644,8.171969604492188e-15,1.3441615408478988e-14,5.3584235053409225e+39,8.813770907193955e+39
9493-12701,0.15035957101729297,8.610592651367189e-15,1.2119034245458108e-14,5.462952751955274e+39,7.688868137520528e+39
9493-12703,999.0,0.0,999.0,999.0,999.0
9493-12704,0.13139259229709405,1.5498811035156252e-14,2.0893401519161055e-14,6.407606574456153e+40,8.637868842535952e+40
9493-12705,0.1304651107398812,9.361414184570313e-15,1.259321499518121e-14,3.800077910101123e+39,5.1119624852427015e+39
9493-1901,999.0,0.0,999.0,999.0,999.0
9493-1902,0.6560976413836949,2.75059228515625e-14,1.2221536583943941e-13,4.0066739581196166e+40,1.7802606596169055e+41
9493-3701,999.0,0.0,999.0,999.0,999.0
9493-3702,0.1480842724550995,2.6123520507812503e-14,3.657804564612812e-14,1.841609789013957e+40,2.578614429275084e+40
9493-3703,999.0,0.0,999.0,999.0,999.0
9493-3704,0.16504038639034366,6.870508789062501e-14,9.998083718205641e-14,2.3748995545996304e+41,3.455995079580764e+41
9493-6101,0.38421703339379776,1.9866152343750002e-14,4.757872687753781e-14,6.176931680164909e+41,1.47935312418077e+42
9493-6102,0.41193671060251047,1.3874008789062501e-14,3.538880404259007e-14,5.811552604148897e+41,1.4823682139625238e+42
9493-6103,0.4442958698881093,8.278810546875001e-14,2.2728816741948007e-13,5.978388530764706e+40,1.6413190827178186e+41
9493-6104,0.27877032952695036,1.1308394775390626e-14,2.1310960817593406e-14,4.5234808976634625e+40,8.524616100158066e+40
9493-9101,0.32561222778940624,5.631151733398438e-15,1.1804337581356116e-14,1.956799102245969e+40,4.101952544593532e+40
9493-9102,0.35609193391697963,4.2962260742187506e-14,9.652083797639119e-14,3.970735299783782e+41,8.920822412429994e+41
9494-12701,0.15208258597851068,4.954537048339844e-15,7.000660375489648e-15,3.3660012697603273e+39,4.7560915345167964e+39
9494-12702,0.22170137717494606,2.7352856445312503e-14,4.5275815943206375e-14,1.5413010508359868e+40,2.5512385819828935e+40
9494-12703,0.20810951180417553,2.203790771484375e-14,3.536845346925861e-14,2.3193701297998824e+40,3.7223376908218016e+40
9494-12704,0.3831670316488842,1.2530718750000002e-13,2.993908174543933e-13,2.345129335424082e+41,5.603111862748447e+41
9494-12705,0.08275466391198517,1.4009931945800782e-15,1.6909525846716052e-15,1.3450941930472043e+39,1.6234843332280952e+39
9494-1901,999.0,0.0,999.0,999.0,999.0
9494-1902,999.0,0.0,999.0,999.0,999.0
9494-3701,999.0,0.0,999.0,999.0,999.0
9494-3702,999.0,0.0,999.0,999.0,999.0
9494-3703,999.0,0.0,999.0,999.0,999.0
9494-3704,0.3918932096697038,5.5531782226562504e-14,1.3533763669806219e-13,3.868212376224329e+41,9.427299111498414e+41
9494-6101,999.0,0.0,999.0,999.0,999.0
9494-9102,0.2684791771724504,1.5287875e-13,2.814425563209763e-13,2.192586306366679e+41,4.036447805978302e+41
9495-12701,0.22433495928975986,3.625047607421875e-15,6.03638854518376e-15,1.7276409752088978e+40,2.8768483403057886e+40
9495-12702,0.1976177691187932,2.3144885253906252e-14,3.6269644070434867e-14,1.1108323947777916e+41,1.7407515802524654e+41
9495-12703,0.09017838838077644,4.804590759277344e-15,5.8976705218486886e-15,2.974059082650299e+39,3.650679414914665e+39
9495-12704,0.030037843347645053,2.9541836547851564e-15,3.1629392447115284e-15,2.0130896741561645e+39,2.1553434307303203e+39
9495-12705,0.5808955222757803,2.022200927734375e-15,7.573286120607935e-15,1.0711387524356157e+39,4.011490715788802e+39
9495-1901,999.0,0.0,999.0,999.0,999.0
9495-1902,0.18233097238237664,3.0282885742187504e-14,4.5834700080749763e-14,2.9689337106284816e+40,4.493633379090712e+40
9495-3701,0.48316815410208125,1.3870836257934571e-16,4.159932145779642e-16,9.257584028929407e+37,2.776395069343432e+38
9495-3702,999.0,0.0,999.0,999.0,999.0
9495-3703,0.611172550081842,2.186432861328125e-14,8.771738728369344e-14,1.0061355959533606e+41,4.036510212188301e+41
9495-3704,0.15407074413217556,1.284594970703125e-14,1.8233282296873893e-14,4.858883658180879e+40,6.896601606558334e+40
9495-6101,0.16449222610457465,3.758746948242188e-15,5.462982560437017e-15,2.4490012300690034e+39,3.5593912531442186e+39
9495-6102,0.20884328417329442,2.3341347656250003e-14,3.752286729118332e-14,2.6736521337943273e+40,4.298084912517491e+40
9495-6103,0.2568688538657317,2.23610302734375e-14,4.009338663858877e-14,1.0704494432438449e+41,1.9193186932902395e+41
9495-6104,999.0,0.0,999.0,999.0,999.0
9495-9101,0.42954962352477205,3.918191528320313e-15,1.0402483835801161e-14,1.5736862509124766e+41,4.1780106126556094e+41
9495-9102,0.1043092389029616,7.662057495117189e-15,9.712241821339387e-15,8.986772492787921e+39,1.1391419041026435e+40
9496-12701,0.36436959684171233,1.6528394775390628e-14,3.7838711855961614e-14,3.1228671984970044e+40,7.149228566605891e+40
9496-12702,0.5814291970223093,4.818416137695313e-15,1.8067214804260463e-14,2.30855287346736e+40,8.656188975798451e+40
