Plate-IFU,extinction,ha_6564,ha_6564c,l_ha,l_hac
8565-12704,0.1176574323726343,7.563349914550782e-16,9.882472409201356e-16,7.205119986266157e+38,9.414399740024415e+38
8565-12705,0.28722261404718247,1.3318583984375002e-14,2.558610738061295e-14,5.310875605591709e+40,1.0202633680064144e+41
8565-1901,999.0,0.0,999.0,999.0,999.0
8565-1902,999.0,0.0,999.0,999.0,999.0
8565-3701,0.49431415939804907,2.3635434570312503e-14,7.270269835727666e-14,4.626409102464101e+40,1.423085429012103e+41
8565-3702,999.0,0.0,999.0,999.0,999.0
8565-3704,0.1616469744697542,2.100516357421875e-14,3.033220350390829e-14,2.0657886974890895e+40,2.9830723739385696e+40
8565-6101,0.10868268309039468,5.3089404296875004e-15,6.79672028259379e-15,2.3256997562543133e+40,2.9774549015777104e+40
8565-6102,0.17911376046056302,1.3683656005859376e-14,2.0560006717809433e-14,5.20534045040487e+40,7.821143310163767e+40
8565-6103,0.6586953020784764,1.695077896118164e-16,7.576238937991304e-16,7.654895803524327e+38,3.421395546820603e+39
8565-9101,0.1430674802542572,5.200948486328125e-15,7.199772417854691e-15,5.090665935818024e+39,7.047106174876026e+39
8565-9102,0.4558025711338414,4.2791997070312504e-14,1.2059543082768997e-13,2.0568245597224477e+41,5.796496095032353e+41
8566-12701,999.0,0.0,999.0,999.0,999.0
8566-12702,0.19991698374547165,4.1644375e-14,6.560159442978045e-14,1.7934215404677266e+41,2.8251429524250486e+41
8566-12703,0.1303335129885764,6.101390838623048e-16,8.205292922511046e-16,2.3483618334992106e+39,3.1581318492055066e+39
8566-12704,0.31397928540575526,9.53064453125e-14,1.9457302117256026e-13,3.976311526080629e+41,8.117844960180342e+41
8566-1902,999.0,0.0,999.0,999.0,999.0
8566-3701,0.25569804963379644,4.240372924804688e-15,7.582792422709071e-15,1.0532017023036582e+40,1.88337441763576e+40
8566-3702,999.0,0.0,999.0,999.0,999.0
8566-3703,0.26320866774846613,2.6361003417968753e-14,4.7951426805922606e-14,1.1100776721947414e+41,2.019263356676759e+41
8566-3704,0.12788051890403118,1.1344462890625e-13,1.5171467359723332e-13,4.725691055003542e+41,6.3198820679621284e+41
8566-6101,999.0,0.0,999.0,999.0,999.0
8566-6102,999.0,0.0,999.0,999.0,999.0
8566-6104,999.0,0.0,999.0,999.0,999.0
8566-9101,999.0,0.0,999.0,999.0,999.0
8566-9102,0.3077845136891141,2.2000527343750002e-14,4.428717341196009e-14,4.2557717031487826e+41,8.566890078323778e+41
8567-12702,999.0,0.0,999.0,999.0,999.0
8567-12703,0.17479099911281928,1.8591270751953128e-14,2.7660673478004142e-14,1.5188493943676563e+40,2.259791582856402e+40
8567-12704,0.26266585898610545,1.6948001098632814e-15,3.079088838752234e-15,1.896654548276638e+39,3.445815123907659e+39
8567-12705,999.0,0.0,999.0,999.0,999.0
8567-1901,999.0,0.0,999.0,999.0,999.0
8567-1902,0.3247330583107611,2.022265625e-14,4.230723811739908e-14,1.5300645115352492e+41,3.2010040038386993e+41
8567-3701,0.45794894808848974,2.35857421875e-14,6.67938917767905e-14,5.336793670762602e+40,1.5113589220393395e+41
8567-3702,999.0,0.0,999.0,999.0,999.0
8567-3703,999.0,0.0,999.0,999.0,999.0
8567-3704,999.0,0.0,999.0,999.0,999.0
8567-6103,0.39456370593715634,2.1618745117187502e-14,5.300828722551316e-14,2.4836782613510027e+40,6.089878479985746e+40
8567-6104,999.0,0.0,999.0,999.0,999.0
8567-9101,0.054043182354882625,5.955847778320313e-15,6.734339688953631e-15,7.374053145921089e+39,8.337919405830561e+39
8567-9102,0.342795182583371,1.718033447265625e-14,3.7448895971639823e-14,1.4580491525142765e+41,3.1781878938939352e+41
8568-12701,999.0,0.0,999.0,999.0,999.0
8568-12702,0.1468558781362031,8.038468750000001e-14,1.1224046329316161e-13,8.460051902078667e+40,1.181269933995206e+41
8568-12703,0.19739914884739732,1.9152846679687502e-14,2.999893050056625e-14,1.296326412416383e+41,2.030424333390109e+41
8568-12704,999.0,999.0,999.0,999.0,999.0
8568-12705,0.2617954412530113,8.628386718750001e-14,1.5644945740440056e-13,9.571040202504303e+40,1.7354160114585464e+41
8568-1901,999.0,0.0,999.0,999.0,999.0
8568-1902,999.0,0.0,999.0,999.0,999.0
8568-3701,999.0,0.0,999.0,999.0,999.0
8568-3702,999.0,0.0,999.0,999.0,999.0
8568-3703,0.21615336642832522,6.747892578125e-14,1.1029473044563181e-13,7.994046255837888e+40,1.306631910258633e+41
8568-3704,0.359020102806301,3.4277314453125e-14,7.752315411006557e-14,2.113276898807602e+41,4.7794844292000024e+41
8568-6101,0.6406008474607535,5.5362194824218755e-15,2.3747311876573827e-14,3.891390629006394e+40,1.6691908114193101e+41
8568-6102,999.0,0.0,999.0,999.0,999.0
8568-6104,0.36430834877161844,4.69041109085083e-17,1.0736336382397803e-16,2.3301484707649264e+38,5.333702594184341e+38
8568-9101,0.5910594809401786,2.533129638671875e-14,9.708482138694676e-14,3.954566851058008e+40,1.515628772157913e+41
8568-9102,999.0,0.0,999.0,999.0,999.0
8588-12701,0.1510702260153681,1.6511936187744143e-16,2.327740316778425e-16,3.818344365182718e+38,5.382841855200887e+38
8588-12702,0.13801595823029353,3.4727504882812506e-14,4.7525088581373354e-14,7.846575552140755e+40,1.0738151198432048e+41
8588-12703,0.23821675995699168,9.452125244140626e-15,1.624415231293999e-14,2.4625244753702044e+40,4.23202418705288e+40
8588-12704,0.3581123293820773,3.01469677734375e-14,6.804122567369744e-14,6.732735399870586e+40,1.5195676466922198e+41
8588-12705,0.44556988161800565,6.50516552734375e-14,1.791121054518765e-13,1.4315581470815873e+41,3.941627506983203e+41
8588-1901,0.49738953441421785,8.854708862304688e-15,2.7428195402597728e-14,2.862940847391611e+40,8.868196821538116e+40
8588-1902,999.0,0.0,999.0,999.0,999.0
8588-3701,999.0,0.0,999.0,999.0,999.0
8588-3702,0.3922488538422387,1.081671630859375e-14,2.638295933513581e-14,2.38702997622719e+40,5.822184200626371e+40
8588-3703,0.25328146233792553,1.5959571533203128e-14,2.838315620234341e-14,5.752516642768559e+40,1.023051139490776e+41
8588-3704,999.0,0.0,999.0,999.0,999.0
8588-6101,0.29993707756530286,1.11099697265625e-13,2.1969023757694085e-13,2.7135008543402112e+41,5.365718017484459e+41
8588-6102,999.0,0.0,999.0,999.0,999.0
8588-6103,0.39608093530741,7.601642131805421e-17,1.8703312036930297e-16,2.022148811603376e+38,4.975356581215841e+38
8588-6104,0.4807227437747317,2.0382978820800783e-15,6.079070022302776e-15,5.2095174701493157e+39,1.553699376419365e+40
8588-9101,0.4192319509794142,7.260080566406251e-15,1.8828131470484775e-14,2.1892709038947303e+40,5.677606470893603e+40
8588-9102,0.23027243323492935,5.60638134765625e-14,9.462536796978318e-14,1.2242841330223882e+41,2.066365618086984e+41
8589-12701,0.16284144195091246,1.408802001953125e-14,2.0398913275910356e-14,4.879170319036532e+40,7.064851700837782e+40
8589-12702,0.44022028521049694,2.72120654296875e-14,7.401964060373712e-14,2.8755589093422928e+41,7.821818507469138e+41
8589-12703,0.40277626682994666,1.7696640625e-14,4.4209088642742366e-14,3.767107828447532e+40,9.410848501909138e+40
8589-12704,0.21717083055060415,3.860119140625e-14,6.323998424696093e-14,1.988354219963727e+41,3.2575028118827695e+41
8589-12705,0.23739117578889932,6.057022476196289e-16,1.038990924316369e-15,1.2833797084925939e+39,2.2014444800491444e+39
8589-1901,999.0,0.0,999.0,999.0,999.0
8589-1902,999.0,0.0,999.0,999.0,999.0
8589-3701,999.0,0.0,999.0,999.0,999.0
8589-3702,999.0,0.0,999.0,999.0,999.0
8589-3703,999.0,0.0,999.0,999.0,999.0
8589-3704,999.0,0.0,999.0,999.0,999.0
8589-6101,999.0,0.0,999.0,999.0,999.0
8589-6102,999.0,0.0,999.0,999.0,999.0
8589-6103,999.0,0.0,999.0,999.0,999.0
8589-6104,999.0,0.0,999.0,999.0,999.0
8589-9101,0.4683003823397879,8.130596313476563e-15,2.357374254595868e-14,8.552737060801242e+40,2.4797691800344355e+41
8589-9102,0.4704870383661129,9.511846923828125e-16,2.771594282429623e-15,4.826447687813069e+39,1.406346729832013e+40
8591-12701,0.08080561932347786,5.500220336914063e-15,6.609238056923389e-15,2.3031104775330225e+40,2.767490115850623e+40
8591-12702,0.16608805978017788,1.58574365234375e-14,2.313103758217423e-14,7.082979877813923e+40,1.0331851147904321e+41
8591-12703,0.31452565760098106,3.671950817108155e-17,7.505793030300622e-17,1.5957117280118613e+38,3.2617762500187685e+38
8591-12704,999.0,0.0,999.0,999.0,999.0
8591-12705,0.23764870456172477,2.39782275390625e-14,4.1155120557018724e-14,9.672473146029066e+40,1.660138547608912e+41
8591-1901,999.0,0.0,999.0,999.0,999.0
8591-1902,999.0,0.0,999.0,999.0,999.0
8591-3701,999.0,0.0,999.0,999.0,999.0
8591-3702,999.0,0.0,999.0,999.0,999.0
8591-3703,0.12038926020257815,1.2608427734375e-14,1.657712496163342e-14,8.171863112650412e+39,1.0744083151497205e+40
8591-3704,999.0,0.0,999.0,999.0,999.0
8591-6101,999.0,0.0,999.0,999.0,999.0
8591-6102,999.0,0.0,999.0,999.0,999.0
8591-6103,999.0,0.0,999.0,999.0,999.0
8591-6104,0.3052129639156394,7.034234619140626e-15,1.4077420636235135e-14,3.107630825983193e+40,6.219216259926353e+40
8591-9101,0.466758435655675,1.0500697021484376e-14,3.033905543960226e-14,1.5278752864576358e+41,4.414401532183601e+41
8591-9102,0.152155141268355,1.4798738098144532e-15,2.0913765772400134e-15,6.662872915707052e+39,9.416057139887976e+39
8592-12701,0.07789998582859858,7.695481567382813e-15,9.18625862783091e-15,2.3241555318699003e+40,2.774393469741221e+40
8592-12702,0.1346410267507575,1.0575386962890626e-14,1.436196583172042e-14,3.679777764216065e+40,4.997343615268545e+40
8592-12703,999.0,0.0,999.0,999.0,999.0
8592-12704,999.0,0.0,999.0,999.0,999.0
8592-12705,999.0,0.0,999.0,999.0,999.0
8592-1901,999.0,0.0,999.0,999.0,999.0
8592-1902,0.3634942130753716,5.1346082687377935e-17,1.1731371907750145e-16,1.0828286482841398e+38,2.4740087111865163e+38
8592-3701,999.0,0.0,999.0,999.0,999.0
8592-3702,0.39703372506845075,1.9505830078125e-14,4.809679416998836e-14,6.714846273024725e+40,1.655723328785547e+41
8592-3703,0.38977036688628336,3.7364648437500006e-14,9.062378699135154e-14,7.614982161369551e+40,1.846928982857223e+41
8592-3704,0.20248264483538816,1.3683812255859376e-14,2.1681931795997914e-14,4.727070216701379e+40,7.49001901787461e+40
8592-6101,0.5160309005765499,1.1422994140625e-13,3.6915236837409685e-13,1.8593667567545706e+41,6.008841757967126e+41
8592-6102,0.33411352625265844,1.098240203857422e-15,2.3471141475916057e-15,3.626033133359826e+39,7.749410044407427e+39
8592-6103,999.0,0.0,999.0,999.0,999.0
8592-6104,0.31780878314917677,3.856691284179688e-15,7.942472267637715e-15,6.434639884943674e+39,1.3251501111339543e+40
8592-9101,0.2827078429884111,1.0637779541015625e-14,2.022740491372244e-14,1.8513790497693932e+40,3.5203393287179237e+40
8592-9102,999.0,0.0,999.0,999.0,999.0
8593-12701,0.36562044174087255,3.950497802734375e-14,9.06968752403103e-14,1.30843796747651e+41,3.00395648907241e+41
8593-12702,0.16538775927622254,9.474943237304687e-15,1.3798993587445083e-14,3.0657272846259457e+40,4.464823702040768e+40
8593-12703,0.3468313733716557,2.2158220214843752e-14,4.874463312041346e-14,3.650727626214926e+41,8.03103214233758e+41
8593-12704,0.2781513206831364,4.74417578125e-14,8.927950134330218e-14,1.3454919199704594e+41,2.5320488366211895e+41
8593-12705,0.5721465094551598,5.476725387573243e-16,2.0106848208261812e-15,2.827624760699762e+39,1.0381134314734237e+40
8593-1901,0.18903668428089176,8.921176147460939e-15,1.3710052860655437e-14,2.6107696032440003e+40,4.0122276116759515e+40
8593-1902,999.0,0.0,999.0,999.0,999.0
8593-3701,999.0,0.0,999.0,999.0,999.0
8593-3702,999.0,0.0,999.0,999.0,999.0
8593-3703,0.4264156320750928,1.16168896484375e-14,3.0622974724128854e-14,3.321917529091578e+40,8.756818701699081e+40
8593-3704,999.0,0.0,999.0,999.0,999.0
8593-6101,999.0,0.0,999.0,999.0,999.0
8593-6102,999.0,0.0,999.0,999.0,999.0
8593-6103,999.0,0.0,999.0,999.0,999.0
8593-6104,999.0,0.0,999.0,999.0,999.0
8593-9101,999.0,0.0,999.0,999.0,999.0
8593-9102,0.06517418631471793,3.5035781860351566e-15,4.063046291544764e-15,3.167967285274848e+39,3.6738434385382795e+39
8595-12701,999.0,0.0,999.0,999.0,999.0
8595-12702,0.23698412588713033,1.5718629150390626e-14,2.6938002993169603e-14,8.26027279433524e+40,1.4156148804660259e+41
8595-12703,0.10015138985622206,5.865942993164063e-15,7.365585753600608e-15,8.853677761605813e+39,1.1117142267466693e+40
8595-12704,999.0,0.0,999.0,999.0,999.0
8595-12705,0.3339394960433002,1.08765185546875e-14,2.3235657999011175e-14,1.5901488036693433e+41,3.397057025538187e+41
8595-1901,999.0,0.0,999.0,999.0,999.0
8595-1902,0.21695474569988255,8.321502685546876e-15,1.3626348205291418e-14,3.041472462719968e+40,4.9803700605432e+40
8595-3701,999.0,0.0,999.0,999.0,999.0
8595-3702,0.30874314384297175,4.6449542236328124e-15,9.37071371526579e-15,5.6160565060606925e+40,1.1329811919199392e+41
8595-3703,999.0,0.0,999.0,999.0,999.0
8595-3704,0.3196680846341092,9.611385498046876e-15,1.9877525974842106e-14,4.369514039043882e+40,9.036691830348681e+40
8595-6101,999.0,0.0,999.0,999.0,999.0
8595-6102,0.1265901764974562,2.8513214111328126e-15,3.802034011131421e-15,1.159893395323276e+40,1.5466352271222033e+40
8595-6103,0.3533579358841648,6.109229492187501e-14,1.3640220594530962e-13,7.565245880996895e+41,1.6891102683345927e+42
8595-6104,0.5370722257984114,6.489494018554688e-15,2.199928356951305e-14,3.0175653379858004e+40,1.0229499460216457e+41
8595-9101,999.0,0.0,999.0,999.0,999.0
8595-9102,999.0,0.0,999.0,999.0,999.0
8596-12701,999.0,0.0,999.0,999.0,999.0
8596-12702,0.3659630308030189,1.2264121093750001e-14,2.8178322416662562e-14,4.379126504915465e+40,1.0061580248236908e+41
8596-12703,0.22417166895071872,8.568795166015625e-15,1.4263366212840018e-14,2.890708935797087e+40,4.811789681882998e+40
8596-12704,0.2018815682928687,6.760677490234376e-15,1.0697633210447041e-14,2.2685945415212063e+40,3.58966868978316e+40
8596-12705,0.16426284437678776,2.0233213806152346e-15,2.9391730088625354e-15,6.802765086025788e+39,9.882020581623893e+39
8596-1901,999.0,0.0,999.0,999.0,999.0
8596-1902,0.5304723828269775,4.839648742675781e-15,1.6162040042159774e-14,3.2800481014497934e+40,1.095374304510618e+41
8596-3701,0.3013819077394562,6.3243740234375e-14,1.2547053953767381e-13,8.829688750827058e+41,1.7517398677092148e+42
8596-3702,-0.13504911604254957,4.005663871765137e-17,2.946822763876184e-17,2.4272747104823318e+38,1.7856586573447008e+38
8596-3703,999.0,0.0,999.0,999.0,999.0
8596-3704,999.0,0.0,999.0,999.0,999.0
8596-6101,0.32935407801103206,4.572724609375e-15,9.667482459241847e-15,1.4866321170530836e+40,3.1429817324863177e+40
8596-6102,0.36111417145020636,7.01968115234375e-14,1.595178531559648e-13,6.614102248716199e+41,1.5030132685114604e+42
8596-6103,0.07390232956814187,9.322553710937501e-14,1.1027860758856207e-13,5.03056423163893e+40,5.950768813475436e+40
8596-6104,0.6576154030675464,1.6557297363281253e-14,7.382226645162685e-14,5.629034697106535e+40,2.5097580248622157e+41
8596-9101,0.19728670788037003,9.170781250000001e-14,1.4360440847068304e-13,3.3964657694136616e+41,5.318494078217951e+41
8596-9102,999.0,0.0,999.0,999.0,999.0
8597-12701,0.26782022026833907,3.957493286132813e-15,7.274653432895677e-15,2.607990957983841e+40,4.794001910739143e+40
8597-12702,0.33185415696404624,2.9675616455078128e-15,6.309663130645109e-15,8.979857110770149e+39,1.9093073741553904e+40
8597-12703,0.2259179940041323,1.278479736328125e-14,2.136584594256219e-14,2.076457231873177e+40,3.4701578806357384e+40
8597-12704,0.15388807318095754,1.0807025909423829e-16,1.533290689402224e-16,1.8447155050137984e+38,2.6172650386329817e+38
8597-12705,0.27625057657859414,2.5145842285156253e-14,4.711733913904252e-14,3.722647934634389e+40,6.975358520202171e+40
8597-1901,0.46408283154327135,1.078293701171875e-14,3.0965609991425026e-14,9.784359865705059e+39,2.809797287027657e+40
8597-1902,999.0,0.0,999.0,999.0,999.0
8597-3701,999.0,0.0,999.0,999.0,999.0
8597-3702,0.4143576826521632,2.979364585876465e-16,7.641481315673451e-16,1.0175572503889056e+39,2.6098332353599636e+39
8597-3703,999.0,0.0,999.0,999.0,999.0
8597-3704,999.0,0.0,999.0,999.0,999.0
8597-6101,999.0,0.0,999.0,999.0,999.0
8597-6102,999.0,0.0,999.0,999.0,999.0
8597-6103,0.45666808133028,7.0557900390625e-14,1.9923625912637808e-13,1.0131037285688086e+41,2.8607285062276918e+41
8597-6104,0.2336517790475206,1.03805078125e-14,1.765548433678663e-14,3.372658888076802e+40,5.736321117167329e+40
8597-9101,999.0,0.0,999.0,999.0,999.0
8597-9102,0.36162719056732834,6.59179443359375e-15,1.4996918035283513e-14,2.1646691022307736e+40,4.924814544310221e+40
8598-12701,0.23728421491946183,6.775234985351563e-15,1.1619069230796141e-14,1.1260280843318338e+40,1.9310619182890884e+40
8598-12702,0.22538841146623062,4.32507568359375e-14,7.219334274818345e-14,3.3486332743630998e+41,5.5894751305992256e+41
8598-12703,999.0,0.0,999.0,999.0,999.0
8598-12704,0.11284561981627995,1.59065478515625e-14,2.055782345703857e-14,5.602760433475934e+40,7.241078387235665e+40
8598-12705,0.33251140473306484,1.437671813964844e-15,3.0613643261120704e-15,5.682111064004215e+40,1.2099431830952323e+41
8598-1901,0.15090127761985458,2.871178894042969e-15,4.04603834293924e-15,9.638715806951929e+39,1.3582787827165742e+40
8598-1902,999.0,0.0,999.0,999.0,999.0
8598-3701,999.0,0.0,999.0,999.0,999.0
8598-3702,0.12363040075249668,2.78139208984375e-14,3.6839196296388854e-14,9.877108256776563e+40,1.3082108460749801e+41
8598-3703,0.19770690974846294,1.1955344238281251e-14,1.873865204228499e-14,3.927341291074515e+40,6.155663980723961e+40
8598-3704,999.0,0.0,999.0,999.0,999.0
8598-6101,999.0,0.0,999.0,999.0,999.0
8598-6102,999.0,0.0,999.0,999.0,999.0
8598-6103,0.2760104615476863,1.8592791748046875e-14,3.4819468099236466e-14,1.6234525748453347e+40,3.040304861500347e+40
8598-6104,0.35632676631193083,2.277555465698242e-16,5.119584858295806e-16,2.724735952098792e+39,6.124775942149276e+39
8598-9101,999.0,0.0,999.0,999.0,999.0
8598-9102,0.4384664344635178,8.859007568359376e-15,2.4001541589636648e-14,3.16326906374234e+40,8.5701850243122895e+40
8600-12701,0.3024033197418158,5.755863647460938e-15,1.1445718341287639e-14,1.0907010004367295e+40,2.1688937073876666e+40
8600-12702,0.324014722417659,2.57004931640625e-14,5.3679540675811974e-14,2.3470594148764108e+41,4.9022044256169644e+41
8600-12703,999.0,0.0,999.0,999.0,999.0
8600-12704,0.20284262086874705,5.5692382812500007e-14,8.831653771344061e-14,1.0088831741004154e+41,1.5998789133133752e+41
8600-12705,0.23186532428166565,1.6720230102539063e-15,2.8323029063589038e-15,8.163307318082139e+39,1.382813448182983e+40
8600-1901,0.5080050547447309,8.148706054687501e-14,2.585778034893426e-13,1.250738704771568e+41,3.9688910711522794e+41
8600-1902,0.2648350508371874,2.0428404808044436e-17,3.729749096404289e-17,3.584830830545876e+37,6.545062953581958e+37
8600-3701,0.1418659564115648,2.644337158203125e-15,3.650622279294626e-15,4.734681615154366e+39,6.536433576947634e+39
8600-3702,999.0,0.0,999.0,999.0,999.0
8600-3703,999.0,0.0,999.0,999.0,999.0
8600-3704,0.5055888348593778,1.35203232421875e-13,4.266820495706611e-13,2.442245700757926e+41,7.707377867290756e+41
8600-6101,999.0,0.0,999.0,999.0,999.0
8600-6102,0.6534055687393988,7.636509704589844e-16,3.372382954035848e-15,2.7213312011784085e+39,1.2017755899169487e+40
8600-6103,0.38681614687543936,2.5888586044311526e-16,6.23696391588776e-16,2.359789918759925e+39,5.685101746070568e+39
8600-6104,0.2911342584717944,2.477972900390625e-14,4.802908273344866e-14,1.0798491377769827e+41,2.093007698742714e+41
8600-9101,999.0,0.0,999.0,999.0,999.0
8601-12701,999.0,0.0,999.0,999.0,999.0
8601-12702,0.197420049295464,4.1846816406250005e-14,6.5547404018513e-14,9.462648825580022e+40,1.4821965418687475e+41
8601-12703,0.12390116857626614,4.554790649414063e-15,6.036478442669536e-15,9.171805412531194e+39,1.2155422699883392e+40
